"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Sri Vinayaka Tours and Travels","<","","4.1","188 Ratings","R C Road Hassan Ho, Hassan","","07383156927","",true,true,false,true,true,"Travel and Transportation","Hassan","Travel Agents","573201","2025-06-27T11:24:11.074Z"
"Diamond Taxi","<","","4.6","234 Ratings","Sakleshpur, Sakleshpur","","08401853368","Car Rental;Travel Agents",true,true,false,true,true,"Travel and Transportation","Hassan","Travel Agents","573201","2025-06-27T11:24:11.074Z"
"Diya Tours And Travels","<","","4.7","51 Ratings","Bangalore Road Channarayapatna, Hassan","","08487021127","Car Rental;Travel Agents",true,true,false,true,true,"Travel and Transportation","Hassan","Travel Agents","573201","2025-06-27T11:24:11.074Z"
"Sri Hassanambha Travels","<","","5.0","1 Ratings","B M Road Channapatna Extension, Hassan","","08460488503","",true,true,false,true,true,"Travel and Transportation","Hassan","Travel Agents","573201","2025-06-27T11:24:11.074Z"
"Sri Annapurneshwari Travels","<","","4.8","9 Ratings","8th E Cross Santhi Nagar, Hassan","","07041672063","Car Rental;Travel Agents",true,true,false,false,true,"Travel and Transportation","Hassan","Travel Agents","573201","2025-06-27T11:24:11.074Z"
"Sakleshpur Punarvi Taxi Service","<","","5.0","37 Ratings","New Bus Sakleshpur Market Road, Sakleshpur","","09606271389","",true,true,false,false,true,"Travel and Transportation","Hassan","Travel Agents","573201","2025-06-27T11:24:11.074Z"
"Kanaka Travels","<","","5.0","109 Ratings","Shop No 5 Main Road Arsikere, Hassan","","08460417511","Travel Agents;Car Rental",true,true,false,true,true,"Travel and Transportation","Hassan","Travel Agents","573201","2025-06-27T11:24:11.074Z"
"Ayyappas Tours and Travels","<","","4.7","27 Ratings","Bm Road Sakleshpur, Sakleshpur","","08485984124","Car Rental;Travel Agents",true,true,false,true,true,"Travel and Transportation","Hassan","Travel Agents","573201","2025-06-27T11:24:11.074Z"
"Deeksha Tours and Travels and Self Drive Rent Cars","<","","4.3","6 Ratings","Bm Road, Hassan","","08147424224","Car Rental For Self Driven;Car Rental",true,true,false,false,false,"Travel and Transportation","Hassan","Travel Agents","573201","2025-06-27T11:24:11.075Z"
"Thulsi Thanmaya Tourist","<","","2.5","2 Ratings","Arsikere, Hassan","","09845456931","Travel Agents;Car Rental",true,true,false,false,false,"Travel and Transportation","Hassan","Travel Agents","573201","2025-06-27T11:24:11.075Z"
"Travel Easy","+","","4.3","42 Ratings","R Race Course Road Hassan, Hassan","","08460526029","Visa Assistance;Car Rental",true,true,false,true,true,"Travel and Transportation","Hassan","Travel Agents","573201","2025-06-27T11:24:11.075Z"
"M S Travels","+","","4.9","39 Ratings","Vidhanasouda Road Kuvempu Nagar, Hassan","","06366960409","Bus Services;Car Rental;Group Travel",true,true,false,false,true,"Travel and Transportation","Hassan","Travel Agents","573201","2025-06-27T11:24:11.075Z"
