"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Sk Construction","<","","4.8","29 Ratings","Hassan","","08460535712","Residential",true,false,false,false,true,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.235Z"
"Ramadhuth Construction","<","","4.6","14 Ratings","Sakleshpur","","08487820702","Residential",true,false,false,false,true,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.236Z"
"A1 Builders","<","","4.4","22 Ratings","Hassan","","09054456921","",true,false,false,true,true,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.236Z"
"Vayuputra Constructions and Consultants","<","","4.9","142 Ratings","Hassan","","08490965098","Building;Industrial",true,false,false,true,true,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.237Z"
"Unique Builders","<","","4.7","25 Ratings","Hassan","","08460207256","Building",true,false,false,true,true,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.237Z"
"Shree ShivaNandi Constructions & Interiors","<","","5.0","8 Ratings","Chitradurga","","07043941132","Building",true,false,false,false,true,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.237Z"
"Krupa Builders & Infra Develpers PVT LTD","<","","4.7","109 Ratings","Shimoga","","7947427794","Industrial;Residential",true,false,false,false,true,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.237Z"
"V B Viraaaj Builders And Developers","<","","4.3","165 Ratings","Anantapur","","","Builders;Construction Companies",true,false,false,true,true,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.237Z"
"Usk Constructions","<","","3.9","55 Ratings","Davangere","","","Residential;Building",true,false,false,true,false,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.238Z"
"Shivapur Constructions","<","","4.4","34 Ratings","Haveri","","7947130394","Residential",true,false,false,false,true,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.238Z"
"Jagirdar Infrastructure Company","+","","4.8","256 Ratings","Bidar","","","Building",true,false,false,false,true,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.238Z"
"Smartcety Developers","","","5.0","4 Ratings","Navi Mumbai","","07490952739","Sales;On Site Visit Available;Purchase",true,false,false,false,true,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.238Z"
"Hindustan Projects","+","","4.2","16 Ratings","Bhilwara","","9929120243","Farm;Industrial Land Surveyors",true,false,false,false,true,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.238Z"
"Shivaram Property Solutions Pvt Ltd","+","","5.0","23 Ratings","Hassan","","7947422782","Construction Companies;Property Developers",true,false,false,false,false,"Real Estate","Hassan: Building Dreams into Reality","Builders and Developers , Civili Contractors, Real Estate Agents, Property Management","573201","2025-06-26T10:54:29.238Z"
