"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Alok Enterprises","<","","3.5","2 Ratings","Bm Road Hassan Bm Road, Hassan","","","Entertainment Centres",false,false,false,false,true,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.991Z"
"Tripchale","<","","4.6","29 Ratings","2nd Cross Road Vijayapura, Chikmagalur","","7947119265","Entertainment Centres",true,false,false,false,true,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.991Z"
"H K games point","<","","4.2","28 Ratings","Concerveny Road Vijayapura, Chikmagalur","","7353623166","Kids Indoor Soft Play Centres;Things To Do",true,false,false,false,true,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.992Z"
"Bowline Nature Stay","<","","4.9","109 Ratings","Urubage, Chikmagalur","","7942694435","Entertainment Centres",true,false,false,false,true,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.992Z"
"Games Galaxy","<","","4.3","1,938 Ratings","Nagar Main Vidya Nagar Davangere, Davangere","","8296375630","Gaming Zones;Entertainment Centres",true,false,false,false,true,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.992Z"
"Coorg Water Park","<","","3.9","934 Ratings","B M Road Periyapatna, Mysore","","9035202080","Smoking Allowed",true,false,false,false,false,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.992Z"
"Planet Earth Aquarium & Pet Park","<","","4.2","5,054 Ratings","Road Hebbal Industrial Estate, Mysore","","07411556244","Amusement Parks;Tourist Attraction",true,false,false,false,true,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.992Z"
"Bhadra Recreation Center","<","","4.4","5 Ratings","Hosadurga, Chitradurga","","7942697760","Recreation Clubs;Entertainment Centres",true,false,false,false,true,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.992Z"
"Funfort Amusement Park","<","","5.0","5 Ratings","Mysore Road Srirangapatna, Srirangapatna","","","Entertainment Centres",false,false,false,false,true,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.993Z"
"Grs Snow Park","<","","4.4","18,464 Ratings","Ring Road Metagalli, Mysore","","08123107922","Amusement Parks;Parks",true,false,false,true,true,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.993Z"
"G 5 Enterprises","+","","4.9","5 Ratings","Road Vijaynagar 1st Stage, Mysore","","7947137184","Gaming Zones;Entertainment Centres",true,false,false,false,true,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.993Z"
"Match Box","+","","4.5","336 Ratings","3rd Stage Vijaynagar Mysore, Mysore","","9620192323","Football Turf Grounds;Sports Clubs",true,false,false,false,true,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.994Z"
"Samanvi's Fun Palace","+","","4.6","68 Ratings","Gokulam, Mysore","","","Gaming Zones;Entertainment Centres",true,false,false,false,true,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.994Z"
"Not Just Kids (Bm Habitat Mall)","+","","3.5","24 Ratings","Main Road Jayalakshmipuram, Mysore","","","Entertainment Centres;Entertainment Centres For Children",false,false,false,false,false,"Sports and Recreation","Hassan","Recreation Centers","573201","2025-06-27T10:27:25.994Z"
