"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Dattaram Shopping Complex","<","","2.9","29 Ratings","Mangalore Road Santhepet, Hassan","","9242494797","Shopping Centres",true,false,false,false,true,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.827Z"
"Adithya Complex","<","","4.1","14 Ratings","Vidya Nagar Hassan, Hassan","","9743300835","Shopping Centres",true,false,false,false,true,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.827Z"
"Medikart Shopping","<","","4.9","11 Ratings","Ganapati Pendal Arsikere, Hassan","","9008159524","Shopping Centres",true,false,false,false,true,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.828Z"
"Bhariaweshvara Complex","<","","2.9","15 Ratings","2nd Main Sakleshpur, Sakleshpur","","9686499961","Shopping Centres",true,false,false,false,false,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.828Z"
"Anad Arcade Shopping Complex","<","","4.3","3 Ratings","Alur, Hassan","","9900106574","Shopping Centres",true,false,false,false,true,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.828Z"
"Sri ranga easy bazar","<","","5.0","1 Ratings","Vijaynagara Hassan City, Hassan","","8197844591","Shopping Centres;Personal Shoppers",true,false,false,false,true,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.828Z"
"Bcj Complex","<","","4.2","15 Ratings","Shanivarasanthe, Coorg","","","Shopping Centres",false,false,false,false,true,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.828Z"
"Thirupathi Shopping Center","<","","4.0","2 Ratings","Chickmagaluru Joythinagar, Chikmagalur","","9740174841","Shopping Centres",true,false,false,false,false,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.828Z"
"Vipul Shopping Centre","<","","4.0","82 Ratings","Margroad Joythinagar, Chikmagalur","","8123860592,7349416120","Shopping Centres",true,false,false,false,true,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.828Z"
"Hoovaiah Complex","<","","3.5","36 Ratings","Belur Somvarpet Road Somwarpet, Coorg","","","Shopping Centres",true,false,false,false,false,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.828Z"
"A 2 Z Chikamangluru Shopping Centre","+","","3.6","35 Ratings","Mallandur Road, Chikmagalur","","","Shopping Centres",false,false,false,false,false,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.829Z"
"Guddappa Gowda Complex","","","3.6","21 Ratings","Road Kushalnagar, Coorg","","","Shopping Centres",false,false,false,false,false,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.829Z"
"Karuna Mall","","","3.0","26 Ratings","Kadur, Chikmagalur","","","Shopping Centres",false,false,false,false,false,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.829Z"
"City Centre","+","","3.9","344 Ratings","Mysore Madikeri Road Kushalnagar, Coorg","","7022603477,8276273999","Shopping Centres",true,false,false,false,false,"Shopping and Retail","Hassan","Clothing Stores , Electiric Stores , Grocery Stores,Electronics Stores","573201","2025-06-27T07:20:45.829Z"
