"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Agrim Kennel","<","","4.3","62 Ratings","Asrikere Road Bm Road, Hassan","","09054458049","Pet Care;Pet Grooming;Pets Available",true,false,false,false,true,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.916Z"
"Mahalaxmi Pets Hospital","<","","4.5","150 Ratings","Mg Road Vidhya Nagar, Hassan","","7947151173","Pets Available;Pet Boarding",true,false,false,false,true,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.916Z"
"Hassanamba Kennel and Pet Shop","<","","4.2","106 Ratings","Bypass Road Mysore Road Hassan, Hassan","","7947149959","Same Day Delivery;Shop In Store;Pet Care",true,false,false,false,true,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.916Z"
"Amrutha Pet Clinic","<","","4.7","26 Ratings","Salagame Road Hassan City Market, Hassan","","7947432643","",true,false,false,false,true,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.916Z"
"Dinesh Nb","<","","4.3","23 Ratings","Aralikatte Road Salagame Road, Hassan","","7947118820","Shop In Store;Pets Available",true,false,false,false,true,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.916Z"
"Star Aquariums","<","","4.1","22 Ratings","Aralikatte Road Salagame Road, Hassan","","7942696974","Shop In Store;Pets Available",true,false,false,false,true,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.916Z"
"Color Fish World","<","","4.3","15 Ratings","Aralikatte Road Salagame Road, Hassan","","7947133815","Pets Available",true,false,false,false,true,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.916Z"
"Top 1 Pet Paradise","<","","4.4","11 Ratings","BH Road Arsikere, Hassan","","7942698837","Pet Care;Pet Grooming;Pets Available",true,false,false,false,true,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.916Z"
"Sunil Meenu Pet Planet","<","","3.4","14 Ratings","7th Cross KR Puram Hassan, Hassan","","7947114628","Pets Available",true,false,false,false,false,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.916Z"
"Samrudhi Pet Shop","<","","3.8","8 Ratings","No 22 Race Course Road Hassan, Hassan","","7947425600","Pet Care;Pet Grooming;Pets Available",true,false,false,false,true,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.917Z"
"Renu Aquarium","+","","3.3","8 Ratings","Channarayapatna, Hassan","","7947124374","Pets Available",true,false,false,false,false,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.917Z"
"Vinayaka Aquarium","+","","3.7","3 Ratings","Kote Main Road Holenarsipur, Hassan","","7947147819","Pets Available",true,false,false,false,false,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.917Z"
"Sri Guru Raghavendra Fish World","+","","5.0","2 Ratings","Aralikatte Road Salagame Road, Hassan","","","Pets Available",true,false,false,false,true,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.917Z"
"Meenu Pet Planet","+","","3.3","3 Ratings","Hosaline Road, Hassan","","","Pets Available",true,false,false,false,false,"Pets and Animals","Hassan","Pet Stores,Veterinarians,Pet Grooming,Animal Shelters","573201","2025-06-26T12:13:47.917Z"
