"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Svl Technologies","<","","4.8","77 Ratings","Vijay Building Kr Puram Hassan, Hassan","","08460425903","Computer Training Institutes;Python Training Institutes",true,true,false,true,true,"Computers and Mobile","Hassan","Web Design","573201","2025-06-27T12:13:00.683Z"
"The Global Edge","<","","4.5","66 Ratings","Hs Prakesh Road-Salagame Road, Hassan","","09845218852","Fashion Designing Institutes For Women;Computer Training Institutes",true,true,false,true,true,"Computers and Mobile","Hassan","Web Design","573201","2025-06-27T12:13:00.684Z"
"Ideal Computer Education","<","","4.9","302 Ratings","Salagame Road Salagame Road, Hassan","","07041393302","Computer Training Institutes;Tally Training Institutes",true,true,false,false,true,"Computers and Mobile","Hassan","Web Design","573201","2025-06-27T12:13:00.685Z"
"Aniframes College Of Animation Arts And Multimedia","<","","4.8","420 Ratings","Urs Road Sharadadevi Nagar, Mysore","","","Animation Training Institutes For Film Making;Colleges",true,true,false,true,true,"Computers and Mobile","Hassan","Web Design","573201","2025-06-27T12:13:00.686Z"
"Cad Desk Mysuru ( IT DESK)","<","","5.0","1,950 Ratings","5th Cross Saraswathipuram, Mysore","","08511840031","AUTOCAD Training Institutes;Computer Training Institutes",true,true,false,false,true,"Computers and Mobile","Hassan","Web Design","573201","2025-06-27T12:13:00.687Z"
"1Demy.com (Premier ATP Of PMI USA)","<","","5.0","21 Ratings","Bangalore","","07801892266","PMP Certification Training Centres;Computer Training Institutes",true,true,false,false,true,"Computers and Mobile","Hassan","Web Design","573201","2025-06-27T12:13:00.688Z"
"Vista Business Solutions","<","","5.0","15 Ratings","Road Gandhinagar Vellakinar, Coimbatore","","09008920964","Signature Verification;Background Verification;Attestation",true,true,false,false,false,"Computers and Mobile","Hassan","Web Design","573201","2025-06-27T12:13:00.688Z"
"Allpro Trainings","<","","4.8","409 Ratings","Aralvaimozhi Aralvaymoli, Kanyakumari","","09035282407","Computer Training Institutes;SAP Training Institutes",true,true,false,false,true,"Computers and Mobile","Hassan","Web Design","573201","2025-06-27T12:13:00.689Z"
"NCFT Heights Institute","<","","4.6","144 Ratings","Trivandaram Road Palayamkottai, Tirunelveli","","","Computer Hardware Training Institutes;Computer Training Institutes",true,true,false,false,true,"Computers and Mobile","Hassan","Web Design","573201","2025-06-27T12:13:00.690Z"
"Kuvio Innovations & Services","<","","4.0","5 Ratings","Magarpatta Road Hadapsar, Pune","","07383101642","Online Websites;Placement Services (Candidate)",true,true,false,false,true,"Computers and Mobile","Hassan","Web Design","573201","2025-06-27T12:13:00.690Z"
"Brillsense Private Limited","","","4.6","94 Ratings","Near Samay Hotel Freeganj Ujjain, Ujjain","","07041783146","",true,true,false,true,true,"Computers and Mobile","Hassan","Web Design","573201","2025-06-27T12:13:00.690Z"
"Sn Account And Tax Solutions","","","3.8","11 Ratings","Complex C Block Hoshangabad Road, Bhopal","","08401114316","Income Tax Return;TDS Return;NRI ITR Filing",true,true,false,false,false,"Computers and Mobile","Hassan","Web Design","573201","2025-06-27T12:13:00.691Z"
"Aks University (Satna M.p)","+","","4.0","1,863 Ratings","Panna Road Sherganj, Satna","","","Colleges;ITI Institutes",true,true,false,false,true,"Computers and Mobile","Hassan","Web Design","573201","2025-06-27T12:13:00.691Z"
