"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Rajeshwari Jewellers","<","","4.3","8 Ratings","Society Road Gandhi Bazaar, Hassan","","09724228694","Diamond Jewellery;Gold Jewellery;Shop In Store",true,false,false,false,true,"Shopping and Retail","Hassan","Jewellery Showrooms","573201","2025-06-28T15:06:22.137Z"
"Kanz Gold And Daimonds","<","","4.6","10 Ratings","Subhas Squre Bm Road, Hassan","","09008318361","Silver Jewellery;Diamond Jewellery",true,false,false,true,true,"Shopping and Retail","Hassan","Jewellery Showrooms","573201","2025-06-28T15:06:22.137Z"
"Vijay Silver Palace","<","","4.6","92 Ratings","Devigere Circle Subhash Square, Hassan","","08460211705","Silver Jewellery;Shop In Store;Same Day Delivery",true,false,false,false,true,"Shopping and Retail","Hassan","Jewellery Showrooms","573201","2025-06-28T15:06:22.137Z"
"H K S Jewellers","<","","4.3","10 Ratings","Bm Road, Hassan","","7947108251","Platinum Jewellery;Silver Jewellery",true,false,false,true,true,"Shopping and Retail","Hassan","Jewellery Showrooms","573201","2025-06-28T15:06:22.138Z"
"Bhagavathi Jewels","<","","4.9","7 Ratings","Vasavi Mahal Road Arsikere, Hassan","","7947426862","Silver Jewellery;Gold Jewellery",true,false,false,true,true,"Shopping and Retail","Hassan","Jewellery Showrooms","573201","2025-06-28T15:06:22.138Z"
"Dyuthi Gold Company","<","","4.1","10 Ratings","Bsnl Bhavan Side Bm Road, Hassan","","7947112033","Jewellery Showrooms;Gold Jewellery Showrooms",true,false,false,false,true,"Shopping and Retail","Hassan","Jewellery Showrooms","573201","2025-06-28T15:06:22.138Z"
"Bhima Jewellers","<","","4.8","11,073 Ratings","B M Road Kr Puram Hassan, Hassan","","7942686894","Pearl Jewellery;Platinum Jewellery;Same Day Delivery",true,false,false,false,true,"Shopping and Retail","Hassan","Jewellery Showrooms","573201","2025-06-28T15:06:22.138Z"
"Joyalukkas","<","","4.9","9,738 Ratings","Bm Road, Hassan","","7947107701","Gold Jewellery;Pearl Jewellery;Same Day Delivery",true,false,false,false,true,"Shopping and Retail","Hassan","Jewellery Showrooms","573201","2025-06-28T15:06:22.138Z"
"Malabar Gold & Diamonds","<","","4.7","3,575 Ratings","Lakshmi Arcade Bm Road, Hassan","","","Same Day Delivery;Shop In Store",true,false,false,true,true,"Shopping and Retail","Hassan","Jewellery Showrooms","573201","2025-06-28T15:06:22.138Z"
"G L Acharya Jewellers","<","","4.8","2,967 Ratings","Circle Kasturba Road Hassan, Hassan","","","Pearl Jewellery;Silver Jewellery;Shop In Store",true,false,false,true,true,"Shopping and Retail","Hassan","Jewellery Showrooms","573201","2025-06-28T15:06:22.138Z"
