"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"M K Convention Centre","<","","4.1","1,194 Ratings","Tannirhalla Main Road Bm Road, Hassan","","09725955647","AC Banquet Halls;Kalyana Mandapams",true,true,false,true,true,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.159Z"
"Nandagokula Convention Centre","<","","4.6","971 Ratings","H N Pura Road Hassan City, Hassan","","07383636593","Convention Halls;Kalyana Mandapams",true,true,false,true,true,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.159Z"
"Bharathi Kalyana Mantapa","<","","4.0","135 Ratings","No. 21 Salagame Road, Hassan","","08460545332","Banquet Halls;Convention Halls",true,true,false,false,true,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.160Z"
"Pavanputra Conventional Hall and Banquet Hall","<","","4.2","493 Ratings","Mysore Road Hassan Ho, Hassan","","08485995551","Banquet Halls;Convention Halls",true,true,false,true,true,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.160Z"
"Aarvi Boarding and Lodging","<","","4.6","15 Ratings","Mudigere Road Belur, Belur","","07411847592","Lodging Services;Convention Halls",true,true,false,false,true,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.160Z"
"Hanumamma Cheluvaiah Convention Hall","<","","3.8","272 Ratings","H C Layout Hassan Ho, Hassan","","7947109829","Banquet Halls;Kalyana Mandapams",true,true,false,false,false,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.160Z"
"Sri Greens Party Hall","<","","4.7","187 Ratings","2nd Stage Kuvempu Nagar, Hassan","","09724611624","Non AC Banquet Halls;Convention Halls",true,true,false,true,true,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.160Z"
"Punyashree Convention Hall","<","","5.0","13 Ratings","B Katihalli, Hassan","","08460263316","Convention Halls;Kalyana Mandapams",true,true,false,false,true,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.160Z"
"Shubodaya Kalyana Mantapa","<","","5.0","1 Ratings","Shubhodaya Hall Road Bm Road, Hassan","","08401854759","Convention Halls;Kalyana Mandapams",true,true,false,false,false,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.161Z"
"Gomathi Kalyana Mantap","<","","3.9","256 Ratings","Channapatna Extension, Hassan","","","Convention Halls;Kalyana Mandapams",true,true,false,false,false,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.161Z"
"SG Convention Hall","+","","4.7","32 Ratings","Hirisave, Hassan","","","Banquet Halls;Convention Halls",true,true,false,false,true,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.161Z"
"Hmt Kalyana Mantapa","+","","4.3","758 Ratings","Hn Pura Road Hosakoppalu, Hassan","","9448061728,9632089039,7975154366","Convention Halls;Banquet Halls",true,true,false,false,true,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.161Z"
"R K Kalyan Mantapa","","","4.0","749 Ratings","Nh75 Hirisave, Hassan","","","Convention Halls",true,true,false,false,true,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.161Z"
"Sampark Conference Venue","","","4.5","653 Ratings","Hassan","","","Conference Halls;Convention Halls",true,true,false,false,true,"Entertainment and Media","Hassan","Convention Halls","573201","2025-06-27T09:58:06.161Z"
