"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Sri Vinayaka Computers","<","","4.0","1 Ratings","Aralikatte Road Salagame Road, Hassan","","7947112867","Computer Hardware Repair & Services;Computer Repair & Services",true,false,false,false,true,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.634Z"
"Natraj Enterprises","<","","4.6","26 Ratings","3rd Main Road Tiptur, Tumkur","","7947121579","Computer & Printer Sales Repairing Services;Computer Repair & Services",true,false,false,false,true,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.634Z"
"Galaxy Solutions","<","","4.0","2 Ratings","Circle Mg Road Chikmagalur, Chikmagalur","","7947145292","Computer Dealers;CCTV Dealers",true,false,false,false,false,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.634Z"
"Digitech Computer Sales and Services","<","","4.6","12 Ratings","Market Road Kushalnagar, Coorg","","7947138774","CCTV Installation Services;Computer Repair & Services",true,false,false,false,true,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.635Z"
"G P Infotech","<","","4.9","12 Ratings","Hebbal Hebbal, Mysore","","7947424893","Computer Repair & Services;Laptop Repair & Services",true,false,false,false,false,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.635Z"
"Bright Computers","<","","4.9","11 Ratings","Urs Road Sharadadevi Nagar, Mysore","","7947146430","CCTV Installation Services;CCTV Dealers",true,false,false,false,true,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.635Z"
"Rgp Technologies","<","","4.5","1 Ratings","Doulbe Road Chamrajpura, Mysore","","","CCTV Installation Services;CCTV Dealers",false,false,false,false,false,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.635Z"
"Netsoft","<","","4.3","2 Ratings","Kr Mohalla, Mysore","","7942684587","Computer Repair & Services;Laptop Repair & Services",true,false,false,false,false,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.635Z"
"Unique Computers","<","","4.5","4 Ratings","Kadaba Main Road Main Road, Puttur","","7942682938","Computer Repair & Services;Laptop Repair & Services",true,false,false,false,true,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.635Z"
"Computer Care","<","","4.2","21 Ratings","14th Cross Sit, Tumkur","","08460213510","CCTV Installation Services;CCTV Dealers",true,false,false,true,true,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.636Z"
"M N Computers Solutions","","","3.5","20 Ratings","Moodbidri Main Road Moodbidri, Moodbidri","","","Computer Repair & Services;Laptop Repair & Services",true,false,false,false,false,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.636Z"
"Phonix Computers","+","","4.8","45 Ratings","Main Road Market Lane, Karkala","","","Computer Dealers;Computer Repair & Services",true,false,false,false,true,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.636Z"
"Poornima Infotech and Enterprises","+","","4.6","16 Ratings","B. M. Road Ijoor Ramangaram, Ramanagara","","","Computer Repair & Services;CCTV Installation Services",true,false,false,false,true,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.636Z"
"Karnataka Computers","+","","4.2","50 Ratings","SBM Road Chitradurga Fort, Chitradurga","","","Computer Software Dealers-Microsoft;Computer Dealers",true,false,false,false,true,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.636Z"
"Shahara Computers","+","","3.1","21 Ratings","Surathkal, Mangalore","","","Computer Dealers;Computer Repair & Services",true,false,false,false,false,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.636Z"
"Bright Computers","+","","4.3","18 Ratings","Dr Rajkumar Road Kollegal, Chamarajanagar","","08460487737","CCTV Dealers;CCTV Installation Services",true,false,false,false,true,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.636Z"
"A R Cctv And Computers","+","","4.0","20 Ratings","Syndicate Circle Manipal, Manipal","","","CCTV Dealers-Sony;CCTV Dealers",true,false,false,false,false,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.636Z"
"Jk Dreams And Solutions","+","","4.6","3 Ratings","Taluk Office Chamarajanagar HO, Chamarajanagar","","","Company Authorised Dealer",true,false,false,false,true,"Computers and Mobile","Hassan","Computer Sales and Repair","573201","2025-06-27T11:49:19.636Z"
