"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Dolphin Fitness And Dance Club","<","","4.9","8 Ratings","District Stadium Salagame Road, Hassan","","08197339895","Gyms;Dance Classes",true,true,false,true,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.839Z"
"Mj Fitness Studio","<","","4.6","67 Ratings","BM Road Bm Road, Hassan","","08734967459","Weight Management;Business Owned By Women;Get Your Own Trainer",true,true,false,false,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.839Z"
"Aero Fitness","<","","5.0","2 Ratings","Diary Circle Bm Road, Hassan","","09035015890","Jogging Circuit;Tyres And Ropes;Outdoor Training",true,true,false,false,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.839Z"
"Perfect Sports Nutrition","<","","4.4","45 Ratings","Park Road Maharaj Park Road, Hassan","","7947143844","Gyms;Fitness Centres",true,true,false,true,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.839Z"
"Stay Fit Gym","<","","4.8","69 Ratings","Shankarmutt Road Kr Puram Hassan, Hassan","","07048765018","Pilates",true,true,false,true,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.839Z"
"Apple Fit","<","","4.2","170 Ratings","Kuvempu Nagar, Hassan","","7947131227","",true,true,false,false,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.839Z"
"Slr Fitness Gym","<","","5.0","344 Ratings","Ring Road Jaya Nagar, Hassan","","7947144499","Get Your Own Trainer;Nutrition Consultation",true,true,false,false,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.839Z"
"Beast and Beauty Fitness Empire Gym Hassan","<","","4.9","233 Ratings","Hospital Salagame Road, Hassan","","7947140872","Get Your Own Trainer",true,true,false,false,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.840Z"
"Rebuild Fitness Gym And Crossfit","<","","4.9","224 Ratings","Salagame Road, Hassan","","7947110523","Strengthening Exercises;Get Your Own Trainer",true,true,false,false,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.840Z"
"Isiri Fitness Gym","<","","4.6","228 Ratings","Hoysala Road Kuvempu Nagar, Hassan","","7947122090","Strengthening Exercises;Personal Trainers;Weight Gain Program",true,true,false,false,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.840Z"
"First Look Fitness Gym","+","","4.8","166 Ratings","Thanniruhalla, Hassan","","","Strengthening Exercises;Get Your Own Trainer",true,true,false,false,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.840Z"
"Impress Fitness","+","","4.7","125 Ratings","Sampangi Road Kr Puram Hassan, Hassan","","7947424817","Strengthening Exercises;Personal Trainers;Weight Gain Program",true,true,false,false,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.840Z"
"Sweat 2 B Fit","+","","4.3","116 Ratings","Main Road Channapattana, Hassan","","7947430440","Personal Trainers;Get Your Own Trainer",true,true,false,false,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.840Z"
"Gold Fitness","","","4.8","93 Ratings","Pura Shankar Mutt Road, Hassan","","","Strengthening Exercises;Get Your Own Trainer",false,true,false,false,true,"Sports and Recreation","Hassan","Gyms","573201","2025-06-27T10:07:11.840Z"
