"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Govt Sub Register Office","<","","4.8","2 Ratings","B.m Road Alur, Hassan","","7947116547","Register Book Dealers",false,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.163Z"
"Nada Kacheri Government Office","<","","2.9","8 Ratings","Tippu Nagar Arsikere, Hassan","","7947128768","Stationery Dealers;Office Stationery Dealers",true,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.163Z"
"Government Office","<","","3.5","2 Ratings","Bhanera, Kiratpur","","7947411639","",true,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.163Z"
"Government Office (Guna)","<","","4.5","18 Ratings","Khiyavda Colony Khiyavda Colony, Guna","7542252617","","Government Organisations",false,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.163Z"
"Government Office Agri Extension","<","","4.3","3 Ratings","Lam, Rajouri","","","",false,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.163Z"
"Government Office","<","","3.8","7 Ratings","Gola Mohammdi Road, Lakhimpur Kheri","","7947141856","",false,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.163Z"
"Government Office (Ration)","<","","4.0","4 Ratings","Jc Nagar Hubli, Hubli","","8362220963","Government Organisations",false,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.163Z"
"Government Officers Quarters","<","","4.2","4 Ratings","Lane Thiruvananthapuram Museum, Thiruvananthapuram","","","Lodging Services",false,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.163Z"
"Government Officee","<","","3.5","2 Ratings","Bakhari, East Champaran","","","",false,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.164Z"
"Government Officers Quaterz","<","","2.5","2 Ratings","Poonthottam Nagar, Coimbatore","","7947146747","Lodging Services",true,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.164Z"
"GOVERNMENT OFFICER","","","4.4","8 Ratings","Jamthi, Bodwad","","","Schools;Primary Schools",false,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.164Z"
"Government Offices Information","","","3.5","4 Ratings","Vadlapudi Main Road Vadlapudi, Visakhapatnam","","","",false,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.164Z"
"Government Office","","","0","Ratings","Hesarghatta Road, Bangalore","","","",false,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.164Z"
"Government Office Of The Mandal Parishath Dhanwada","","7947133863","0","0 Ratings","Appaspally Street Narayanpet, Mahabubnagar","","","",true,false,false,false,false,"Government and Community","Hassan","Goverment Offices","573201","2025-06-27T07:55:30.164Z"
