"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Ranai India Events","<","","4.7","8 Ratings","Hassan","","7942685263","Modelling Agencies;Film & Media Production Services",true,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.718Z"
"Lakume Salon","<","","4.4","394 Ratings","Chikmagalur","","7947104863","Home Services Offered",true,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.719Z"
"Lakme Salon","<","","4.6","1,930 Ratings","Mysore","","7947142551","",true,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.719Z"
"Indian Flower Decorations","<","","4.9","19 Ratings","Mysore","","7947413502","Banquet Hall Decoration;Car Decoration;Balloon Arch",true,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.719Z"
"Chiguru Creations","<","","5.0","139 Ratings","Mysore","","794711173","On Site Services",true,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.720Z"
"Kiran Digital Studio","<","","4.9","4 Ratings","Mysore","","7947414280","Videography",true,false,false,false,false,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.720Z"
"Thibba'S Group","<","","5.0","2,001 Ratings","Mysore","","7947432951","Modelling Agencies;Film & Media Production Services",true,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.720Z"
"Thibbas Group","<","","4.5","21 Ratings","Mysore","","","Modelling Agencies;Film & Media Production Services",false,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.721Z"
"6 Mac","<","","5.0","1 Ratings","Tumkur","","","Makeup Artists;Beauty Parlours For Makeup",false,false,false,false,false,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.721Z"
"Alok Resid Ebro Code","<","","4.7","11 Ratings","Tumkur","","7947113745","Music Producers;Film & Media Production Services",true,false,false,false,false,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.721Z"
"Rhythm Music Studio - Akkara Foundation","","7942688871","4.6","5 Ratings","Kasaragod","","","Music Producers;Film & Media Production Services",true,false,false,false,false,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.722Z"
"Neelambari House Mungath-Sanmozart Musics","+","","4.0","2 Ratings","Kasaragod","","","Music Producers;Film & Media Production Services",false,false,false,false,false,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.722Z"
"MALABAR DECORATORS","+","","4.4","23 Ratings","Kasaragod","","08460411288","Banquet Hall Decoration;Car Decoration;Balloon Arch",true,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.722Z"
"GLORIOUS Studios","+","","4.9","97 Ratings","Mangalore","","","Film Production Houses;Video Editing Services",true,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.723Z"
"Pace Media","+","","4.9","56 Ratings","Mangalore","","","Videography",true,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.723Z"
"Magic Mahesh","+","","4.9","12 Ratings","Mangalore","","","Event Organisers;Magicians",true,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.723Z"
"Rachin Shetty Photo Garage","","","4.9","24 Ratings","Mangalore","","","Videography",true,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.723Z"
"Tune Tape Productions","","","4.4","5 Ratings","Kasaragod","","","Music Producers;Film & Media Production Services",false,false,false,false,false,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.723Z"
"Fotospot","+","","4.2","13 Ratings","Mangalore","","","Digital;Videography",true,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.723Z"
"Dooneytunez Lb","","","4.4","9 Ratings","Mangalore","","","Music Producers;Film & Media Production Services",true,false,false,false,false,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.724Z"
"Cris Pro Mix","","","4.7","9 Ratings","Mangalore","","","Music Producers;Film & Media Production Services",true,false,false,false,false,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.724Z"
"Global Media Kannur","","","3.3","3 Ratings","Kannur","","","Videography",true,false,false,false,false,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.724Z"
"S S Shamiyana","+","","5.0","1 Ratings","Udupi","","","Balloon Arch;Balloon Backdrop;Home Delivery",true,false,false,false,true,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.724Z"
"Rks Audio World","","","5.0","2 Ratings","Kannur","","","Music Producers;Film & Media Production Services",false,false,false,false,false,"Entertainment and Media","Hassan","Media Production","573201","2025-06-28T13:02:23.724Z"
