"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Karthik Readymade Compound And Interlock Paver Block","<","","4.1","21 Ratings","H N Pura Road Hosakoppalu, Hassan","","09054074375","RCC Readymade Compound Wall Manufacturers;Civil Contractors",true,true,false,true,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.200Z"
"A1 Builders","<","","4.4","22 Ratings","Rajanna Complex Hosaline Road, Hassan","","09054456921","",true,true,false,true,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.201Z"
"Vision Homes Construction","<","","4.8","15 Ratings","Belur Road Thanniruhalla, Hassan","","08460526525","Residential;Building",true,true,false,true,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.201Z"
"Ramadhuth Construction","<","","4.6","14 Ratings","Ashoka Road Ashoka Road, Sakleshpur","","08487820702","Residential",true,true,false,false,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.202Z"
"Urban Interior and Architects","<","","5.0","3 Ratings","Vivekanagara, Hassan","","08128603051","Residential;Building",true,true,false,false,false,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.202Z"
"Bee Group Construction & Interior","<","","4.8","43 Ratings","Salagame Road Salagame Road, Hassan","","08460447420","Building",true,true,false,true,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.202Z"
"Royal Silvia Constructions And Interiors Pvt Ltd","<","","5.0","10 Ratings","Salagame Road Rangoli Halla, Hassan","","07411563299","Residential;Apartment",true,true,false,false,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.202Z"
"SBNG Construction","<","","4.5","3 Ratings","S P Road Sakleshpur, Sakleshpur","","","Industrial;Building",true,true,false,false,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.202Z"
"SRV Constructions And Consultancy","<","","4.7","12 Ratings","Arsikere Road Hassan Ho, Hassan","","","Architects;Civil Contractors",true,true,false,false,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.202Z"
"DELTA ARCHITECTS","<","","4.8","77 Ratings","80 Feet Hunsinkere Main Road, Hassan","","08460214152","Industrial;Residential",true,true,false,true,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.203Z"
"Atom Designs Interior Design Studio and Construction","+","","4.9","14 Ratings","Nagara Main Kr Puram Hassan, Hassan","","08123698049","Building;Residential",true,true,false,false,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.203Z"
"Elite Architects and Construction","+","","5.0","34 Ratings","Ring Road Jaya Nagar, Hassan","","08123921342","Building",true,true,false,false,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.203Z"
"PRIME INTERIORS","+","","4.9","15 Ratings","Hoslaine Road Hosaline Road, Hassan","","08460215493","3D Painting;Waterproof Painting;In Store Shopping",true,true,false,false,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.203Z"
"N D N Constructions","+","","4.8","25 Ratings","Hms Road Arsikere, Hassan","","07383756894","Building;Residential",true,true,false,false,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.203Z"
"Krishna Sub Contractors","+","","3.8","8 Ratings","Ganesh Nagara Channarayapatna, Hassan","","09725966337","",true,true,false,true,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.203Z"
"Kishan Construction","+","","4.2","7 Ratings","Vidya Nagar Hassan, Hassan","","","Building;Residential",true,true,false,false,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.203Z"
"Avista Constructions and Interiors","+","","5.0","2 Ratings","HB Road Arsikere, Hassan","","06366414459","Residential",true,true,false,false,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.203Z"
"Athni Constructions","+","","5.0","4 Ratings","Bypass Road Arkalgud, Hassan","","08460225918","Residential;Building",true,true,false,false,false,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.203Z"
"Nandi Associates","+","","4.5","4 Ratings","Main Road Ring Road, Hassan","","09606182950","Residential;Building",true,true,false,false,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.203Z"
"SRS Construction","+","","5.0","2 Ratings","Main Road Bm Road, Hassan","","08128115240","Residential",true,true,false,false,false,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.203Z"
"Brindavana Developers","+","","5.0","2 Ratings","SM Krishna Nagar Hassan City, Hassan","","08460450523","Building",true,true,false,true,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.203Z"
"A N Developers","+","","5.0","5 Ratings","Santhosh Nagara Belur, Belur","","07411506716","Builders & Developers;Civil Contractors",true,true,false,false,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.204Z"
"Sra Architect And Construction","+","","4.9","29 Ratings","Hall Hassan Hassan City, Hassan","","08460269013","Residential;Building",true,true,false,false,true,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.204Z"
"Manasa Construction","","","3.5","2 Ratings","Main Road Hassan Ho, Hassan","","09725363653","Civil Contractors;Residential Builders",true,true,false,false,false,"Real Estate","Hassan","Civil Contractors","573201","2025-06-28T14:54:22.204Z"
