"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"ANU Bangals & Gift Centre","<","","5.0","2 Ratings","Hentagere Road Arkalgud, Hassan","","7942679373","Gift Shops;3D Key Chain Dealers",true,false,false,false,true,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
"Nanjundeshwara Music House","<","","3.0","2 Ratings","Adlimane Rd Hassan Ho, Hassan","","7947142315","Music Shops",false,false,false,false,false,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
"Friends Cassette Center","<","","3.0","1 Ratings","CPC Colony Kadur, Chikmagalur","","7947107050","Hindi DVD Dealers;DVD Shops",true,false,false,false,false,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
"Rhytham Music","<","","4.3","3 Ratings","Chikkanayakanahalli Tumkur, Tumkur","","","Music Shops",false,false,false,false,true,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
"Soha Gallery","<","","4.8","2 Ratings","Near Private Bustand Madikeri, Coorg","","7947128354","DVD Shops;Music Shops",true,false,false,false,true,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
"Ramya Centre","<","","4.0","3 Ratings","Main Road Madikeri, Coorg","","7947152781","Music Shops",true,false,false,false,false,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
"Kavya C.d Center","<","","3.0","1 Ratings","Surya Tower Ujire, Dharmasthala","","7947114692","Music Shops;Movie CD Dealers",true,false,false,false,false,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
"Cell Point","<","","4.3","3 Ratings","Mandya Main Road Pandavapura, Mandya","","7947413797","Music Shops",true,false,false,false,false,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
"Koyyur Fish","<","","4.0","2 Ratings","Hospital Road Ujire, Dakshina Kannada","","7942697052","Music Shops",true,false,false,false,false,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
"Mahesh Music & Music","<","","5.0","1 Ratings","Metgalli Hebbal, Mysore","","7947121784","Music Shops",false,false,false,false,false,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
"Suresh Music","","","5.0","1 Ratings","Main Road Hebbal, Mysore","","7947137924","Music Shops",true,false,false,false,false,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
"Rishi AV Zone","+","","4.5","1 Ratings","Parisht Road Jayalakshmipuram, Mysore","","","Music Shops;Audio CD Dealers",false,false,false,false,false,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
"Sri Someshwara Music Centre","","","2.6","3 Ratings","Stage Bannimantap Bannimantap, Mysore","","","Music Shops",true,false,false,false,false,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
"Temptation M","","","3.2","9 Ratings","Coorg","","","Music Shops",true,false,false,false,false,"Entertainment and Media","Hassan","Music Stores","573201","2025-06-27T09:40:50.668Z"
