"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Ceracare Health Care","<","","4.0","5 Ratings","B M Road Santhepet, Hassan","","08460536470","",true,false,false,true,true,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.462Z"
"Nutrition Wellness Weight Loss and Weight Gain Center","<","","3.6","8 Ratings","Hassan City, Hassan","","08460529733","",true,true,false,false,true,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.462Z"
"Health &wellness Health Care Service","<","","4.9","43 Ratings","Mutt Road Avk College Road, Hassan","","7942679412","",true,true,false,false,true,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.462Z"
"Kripa Med Services","<","","4.6","66 Ratings","Aryabhata Road Jaya Nagar, Hassan","","7947420285","",true,true,false,false,true,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.462Z"
"Care Plus Health Care And Diagnostics","<","","4.9","30 Ratings","Attalgere, Belur","","7947108244","",true,true,false,false,false,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.462Z"
"Thyrocare Aarogyam Centre","<","","4.4","13 Ratings","Mutt Road Kr Puram Hassan, Hassan","","7947412471","",true,true,false,false,true,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.462Z"
"Community Health Center","<","","3.8","15 Ratings","Mosale Hosahalli Mosalhosahalli, Hassan","","8172228161","",true,true,false,false,false,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.462Z"
"Khushi Medicare","<","","4.9","11 Ratings","P&T Calony Hemavathinagar, Hassan","","7947123896","Quick Visit",true,true,false,false,true,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.464Z"
"Dr Lal Pathlabs","<","","3.7","9 Ratings","3rd Cross Kr Puram Hassan, Hassan","","7947137512","",true,true,false,false,false,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.464Z"
"Omniactive Health Technologies","<","","3.7","8 Ratings","Kiadb, Hassan","","7947421303","",true,true,false,true,false,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.464Z"
"Jivaka Healthcare","","","4.6","6 Ratings","Hirisave, Hassan","","7942692099","",true,true,false,false,false,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.464Z"
"Pension Mohalla Uphc","","","4.5","4 Ratings","Vallabhai Main Road Guddenahalli, Hassan","","","",false,true,false,false,false,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.464Z"
"Manvitha Healthcare","","","4.0","4 Ratings","Arkalgud, Hassan","","","",false,true,false,false,false,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.464Z"
"Primary Health Centre","","","3.9","4 Ratings","Yeslur Yeslur Hassan, Hassan","","7760245062","",true,true,false,false,false,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.464Z"
"Chc Doddakunche","","","3.5","4 Ratings","Doddakunche, Hassan","","","",false,true,false,false,false,"Health and Medical","Hassan - Book Appointment Online","Hospitals,Clinics,Pharmacies,Dentists","573201","2025-06-26T14:31:20.465Z"
