"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Travel Transportation","<","","0","0 Ratings","Bilaspur-Himachal Pradesh","","07947124472","Travel Agents;Bus Ticketing Agents",true,false,false,false,false,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.843Z"
"Travel And Transportation","<","","4.0","2 Ratings","Jaipur Vishwakarma Nagar 3, Jaipur","","07947110490","Travel Agents;Tour Operators",true,false,false,false,false,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.844Z"
"Travel Transportation","<","","5.0","1 Ratings","Nagpada Mumbai Central, Mumbai","","","Construction Equipment Dealers",false,false,false,false,false,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.844Z"
"Travel And Transportation","<","","0","0 Ratings","Sector 63 Noida Sector 63, Noida","","07947152956","Car Rental;Car Rental For Outstation",true,false,false,false,false,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.844Z"
"Travel and transportation","<","","0","0 Ratings","Srinagar","","","Travel Agents;Tour Packages",false,false,false,false,false,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.844Z"
"Travel Easy","<","","4.3","42 Ratings","R Race Course Road Hassan, Hassan","","08460526029","Visa Assistance;Car Rental",true,false,false,true,true,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.844Z"
"Travel Wp","<","","5.0","1 Ratings","Taluk Sakleshpur, Sakleshpur","","07947128365","Travel Agents;Tour Operators",true,false,false,false,false,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.844Z"
"Travel Master","<","","0","0 Ratings","S N L Kuvempu Nagar, Hassan","","","Travel Agents;Tour Operators",false,false,false,false,false,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.844Z"
"Travel Car Rental","<","","0","0 Ratings","Shravanabelagola, Shravanabelagola","","07947432510","Car Rental",true,false,false,false,false,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.844Z"
"Travels","<","","0","0 Ratings","Ballegaddhe Saklespur Rural, Sakleshpur","","07947104124","Travel Agents;Tour Operators",true,false,false,false,false,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.844Z"
"Travels","","","0","0 Ratings","Hemavathinagar, Hassan","","07942676187","Travel Agents;Railway Ticketing Agents",true,false,false,false,false,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.844Z"
"Trek and Explore Sakleshpura","+","","4.9","1,011 Ratings","Sakleshpura City Saklespur Rural, Sakleshpur","","07947137796","Travel Agents;Tour Operators",true,false,false,false,true,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.844Z"
"Vanitha Tourist And Travels","+","","3.7","3 Ratings","Bh Road Holenarsipur, Hassan","","07947133237","Travel Agents;Tour Operators",true,false,false,false,false,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.844Z"
"Maa Ambe Multi Consultancy","","","4.0","84 Ratings","KUMBARA BEEDI Arsikere, Hassan","","07942686179","Motor Training;Demat Account;TDS Return",true,false,false,false,true,"Travel and Transportation","Hassan","Airlines,Car Rentals,Travel Agencies,Public Transport","573201","2025-06-26T09:17:02.844Z"
