"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Shanti Stores","<","","4.6","164 Ratings","Old Bus Stand Road Rangoli Halla, Hassan","","08511645185","Sports Goods Dealers;Gift Shops",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.473Z"
"Kanishka Sports Gallery","<","","5.0","27 Ratings","Agarahara Street Hosaline Road, Hassan","","08460500436","CCTV Surveillance;In Store Collect;GST Registration",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.473Z"
"Shanthi Store","<","","4.6","33 Ratings","Shanthi Store Rangoli Halla, Hassan","","7947126519","Sports Goods Dealers;Fitness Equipment Dealers",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.474Z"
"Trupthi Stores","<","","3.8","24 Ratings","Harshamahal Road, Hassan","","7947111525","Sports Equipment Dealers",true,false,false,false,false,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.474Z"
"Rev Sports","<","","3.7","8 Ratings","KT Street Arsikere, Hassan","","7942684670","Shop In Store",true,false,false,false,false,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.474Z"
"Iyers The Badminton Hut","<","","3.6","8 Ratings","Main Road Hassan City, Hassan","","7947133522","Shop In Store",true,false,false,false,false,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.475Z"
"Indian Olympic Sports Shop","<","","5.0","5 Ratings","Beeranahalli Kere Hassan Ho, Hassan","","7947132451","Sports Goods Dealers-Yonex;Sports Goods Dealers",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.475Z"
"MASH SPORTS","<","","4.5","2 Ratings","Opp MCE Road Hassan City, Hassan","","7947133101","Sports Goods Dealers;Sports Goods Dealers-Decathlon",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.475Z"
"Sanjay Sport","<","","4.5","2 Ratings","Bm Road Channarayapatna Fort, Hassan","","7947123904","Sportswear Retailers;Basketball Dealers",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.476Z"
"Vinayaka Sports","<","","4.3","2 Ratings","Kabab Corner MG Road Hassan, Hassan","","","Sportswear Retailers-Nike;Volleyball Dealers",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.476Z"
"Coffee Nadu Sports And Trophy","+","","5.0","13 Ratings","Gurunatha Theater Road Ig Road, Chikmagalur","","","Cricket Bat Dealers;Sports Goods Dealers",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.476Z"
"Adventure Trails","+","","4.1","12 Ratings","Barlane Road Adarsha Nagara, Chikmagalur","","","Adventure Sport Equipment Dealers;Sports Goods Dealers",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.476Z"
"Lehnn And Me","+","","3.8","5 Ratings","I B Road Kushalnagar, Coorg","","","Cricket Bat Dealers;Sports Goods Dealers",true,false,false,false,false,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.476Z"
"Take Off Sports","+","","4.8","6 Ratings","B M Road Kushalnagar, Coorg","","","Sports Goods Dealers-Yonex;Cricket Bat Dealers",true,false,false,true,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.477Z"
"Sagar Sports","+","","4.5","2 Ratings","Mysore Road Kushalnagar, Coorg","","","Gymnasium Equipment Dealers;Sports Goods Dealers",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.477Z"
"SportsWorld","+","","3.9","107 Ratings","College Road Madikeri, Coorg","","","Fitness Equipment Dealers;Cricket Bat Dealers",true,false,false,true,false,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.477Z"
"Smart City","+","","5.0","10 Ratings","Silver Plaza Complex Daswak Road, Coorg","","","Bicycle Dealers;Bicycle Dealers-Hercules",true,false,false,true,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.477Z"
"ARC Sportzone","+","","4.2","1,006 Ratings","Hebbal Industrial Area Hebbal, Mysore","","","Badminton Classes;Dance Classes",true,false,false,true,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.477Z"
"Hanuman Sports","+","","4.1","294 Ratings","Mahadeshwara Badavane Layout, Mysore","","","Sports Goods Dealers;Jersey Retailers",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.477Z"
"Hanuman Sports","+","","4.0","328 Ratings","Road 2nd Stage Vijaynagar Mysore, Mysore","","","Sports Goods Dealers;Sportswear Retailers",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.477Z"
"Lehnn And Me","+","","3.0","1 Ratings","Main Road Gonikoppal Madikeri, Coorg","","","Cricket Bat Dealers;Sports Goods Dealers",true,false,false,false,false,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.477Z"
"Classic sports","+","","4.0","4 Ratings","Main Road Gonikoppal Madikeri, Coorg","","","Sports Equipment Dealers;Sports Goods Dealers",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.477Z"
"Cyclopedia Building Bicycling Culture","+","","4.7","223 Ratings","Kalidasa Vani Vilas Mohalla, Mysore","","","Shop In Store;Same Day Delivery;Delivery Available",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.477Z"
"Little Stars Sports & Kids Wear","+","","4.4","9 Ratings","Shop No 24 Vijaynagar 1st Stage, Mysore","","","Kids Readymade Garment Retailers;Readymade Garment Retailers",true,false,false,false,true,"Sports and Recreation","Hassan","Sports Equipment Stores","573201","2025-06-28T15:46:43.477Z"
