"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Prj Enterprises and Solution","<","","4.6","40 Ratings","Vv Road Somwarpet, Coorg","","07411790325","",true,false,false,false,true,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.805Z"
"Maruthi Services","<","","5.0","1 Ratings","Thygaturu Circle Nittur, Tumkur","","07947128217","Electricians;Plumbers",true,false,false,false,true,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.805Z"
"Sri Banashankari Painters","<","","4.5","4 Ratings","Hunsur Vijaynagar 4th Stage, Mysore","","07942696783","White Wash Painting;24 Hours Open",true,false,false,false,true,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.806Z"
"Friends company","<","","5.0","1 Ratings","Vv Mohalla, Mysore","","07947416524","Electricians;Plumbers",true,false,false,false,true,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.806Z"
"More Safe Electrical And Plumbing Works","<","","5.0","1 Ratings","Mysore Road Virajpet Madikeri, Coorg","","07947132606","Electricians;Electrical Plumbing Services",true,false,false,false,true,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.806Z"
"Coorg Electrical and Plumber","<","","5.0","1 Ratings","Gonikoppa Road Virajpet, Coorg","","07947431537","Electrical Plumbing Services;Electricians",true,false,false,false,true,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.806Z"
"Danalakshmi Electricals and Hardware","<","","5.0","2 Ratings","Malabar Road Virajpet Madikeri, Coorg","","09731942380","Battery Dealers;Electrical Shops",true,false,false,false,true,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.806Z"
"Raw Power Enterprises","<","","5.0","23 Ratings","3rd Cross Bannimantap, Mysore","","07947148563","Quick Visit;Acoustic False Ceiling;Aluminium False Ceiling",true,false,false,false,true,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.806Z"
"A N ELECTRICAL & PLUMBING WORKS","<","","5.0","5 Ratings","Main Road Shanthinagar, Mysore","","","Electricians;Plumbers",true,false,false,false,true,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.806Z"
"Mahadeshwara Plumbing & Electrical Services","<","","4.4","27 Ratings","Nanjumallige Circle, Mysore","","09845236657","Electricians;Plumbers",true,false,false,false,true,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.807Z"
"Electrical And Plumbing Maintainence","","","3.0","1 Ratings","Mig Second Raghavendra Nagar, Mysore","","","Electricians;Electrical Plumbing Services",true,false,false,false,false,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.807Z"
"Standed Power System","+","","5.0","7 Ratings","Old Iron Market Sira Road Tumkur, Tumkur","","07041173014","Wiring",true,false,false,true,true,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.807Z"
"Sundaram electricals","+","","4.6","7 Ratings","Bh Road Shimoga, Shimoga","","","Industrial",true,false,false,false,true,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.807Z"
"Empire Enterprises","+","","4.7","6 Ratings","Main Road Achutha Rao Layout, Shimoga","","","Cement Dealers;Electricians",true,false,false,false,true,"Home Services","Hassan","Interior Designers, Carpenters, Electricians, Plumbers","573201","2025-06-26T09:47:43.807Z"
