"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Ideal Computer Education","<","","4.9","302 Ratings","Salagame Road Salagame Road, Hassan","","07041393302","Computer Training Institutes;Tally Training Institutes",true,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.820Z"
"Achievers Academy","<","","4.8","404 Ratings","Bhagadare Kopalu Hemavathinagar, Hassan","","07947130168","Neet Tutorials;Tutorials",true,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.820Z"
"Dr. Gopika Ravindra","<","","4.3","366 Ratings","Karnataka Baragur, Hassan","","07942698785","Colleges;Educational Institutions",true,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.820Z"
"Government Arts Hassan","<","","4.2","304 Ratings","R Race Course Road Hassan, Hassan","","07942683664","Colleges;Arts Colleges",false,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.820Z"
"Navkis College Of Engineering","<","","4.1","271 Ratings","NH. 75 Kandali, Hassan","","07942681725","",true,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.820Z"
"Daksha Coaching Centre","<","","5.0","216 Ratings","Rp Road Avk College Road, Hassan","","08970807060,07411219246","Educational Institutes;Tutorials",true,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.820Z"
"Veterinary College Hassan","<","","4.2","247 Ratings","Vidyanagar Road Antharikshanagar, Hassan","","07947108773","Colleges;Science Colleges",true,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.820Z"
"Gnanadhare Paramedical College","<","","4.7","198 Ratings","Mini Vidhan Soudha Shankaripuram, Hassan","","07947130981","Colleges;Educational Institutions",true,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.820Z"
"Paatshala Neet Academy Hassan","<","","4.8","193 Ratings","Hoysalanagar Main Road Bm Road, Hassan","","07947134555","Tutorials;Neet Tutorials",true,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.821Z"
"Balc Computer Education","<","","5.0","150 Ratings","B M Road Channarayapatna, Hassan","","07947414641","Computer Hardware Training Institutes;Computer Training Institutes",true,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.821Z"
"Mosalehosalli Government Engineering Clllege","+","","4.3","151 Ratings","Karnataka Mosalhosahalli, Hassan","","","Colleges;Educational Institutions",false,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.821Z"
"Podar International School","+","","4.5","143 Ratings","Arsikere, Hassan","","07942692511","Educational Institutions",true,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.821Z"
"AVK College For Women","","","4.1","144 Ratings","College Road Harshamahal Road, Hassan","","07942680109","Universities;Colleges",true,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.821Z"
"Government College Of Nursing","","","4.0","140 Ratings","Rangoli Halla Rangoli Halla, Hassan","","","Government Nursing Colleges;Educational Institutions",false,true,false,false,true,"Education","Hassan","Schools,Colleges&Universities,Tutoring Services,Educational Consultants","573201","2025-06-26T08:17:13.821Z"
