name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,city,timestamp
HN Groups HN Homes Interiors Artful,<,4.6,30 Ratings,"Banglore Rural Thanniruhalla, Hassan",,09035031473,Upvc Door; 3D Painting,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.150Z
Maruthi Paints,<,4.8,533 Ratings,"Nehru Street Gandhi Bazaar, Hassan",,,Interior paint; Textured Paints,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.150Z
Sharath Traders,<,3.0,2 Ratings,"Grama Kasaba Hobble Alanahalli, Mysore",,09980767482,Textured Paints,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.150Z
Dhanalakshmi Infra,<,4.3,75 Ratings,"Bandihalli Tiptur, Tumkur",,08488081601,Plumbers; Hardware Shops,true,true,false,true,true,Painting Contractors,Hassan,2025-05-26T12:51:59.150Z
Logic Builders,<,5.0,13 Ratings,"Mahadeshwara Badavane Layout, Mysore",,09980764075,Residential; Building,true,true,true,true,true,Painting Contractors,Hassan,2025-05-26T12:51:59.151Z
Sri Sai Engineering Service,<,4.0,8 Ratings,"Mangalwarpeth, Hubli",,08401194263,Interior paint; Waterproofing,true,true,false,true,false,Painting Contractors,Hassan,2025-05-26T12:51:59.151Z
GNL Building Solutions Pvt Ltd,<,4.1,5 Ratings,"Rayanna Nagar Bhairidevarkoppa, Hubli",,,Waterproofing Chemical Dealers; Builders & Developers,true,true,false,true,true,Painting Contractors,Hassan,2025-05-26T12:51:59.151Z
Southland Group Of Companies,<,4.2,115 Ratings,"PAPPANAICKENPALAYAM Gandhipuram, Coimbatore",,07022607720,Waterproofing; Wall Tiles,true,true,true,true,true,Painting Contractors,Hassan,2025-05-26T12:51:59.151Z
Purnima Manpower Labour Supply Pvt Ltd,<,4.3,3 Ratings,"J Towers Road Ahmednagar Camp, Ahmednagar",,09035503270,Construction Contractors; Labour Contractors,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.151Z
Rediant Energy Industries,<,4.6,51 Ratings,"Parekh Marg Ladwadi Kalbadevi, Mumbai",,09725239663,Solar,true,true,false,true,true,Painting Contractors,Hassan,2025-05-26T12:51:59.151Z
Shree Decors,+,4.3,61 Ratings,"Gymkhana Road Dombivli East, Thane",,08511493514,Upvc Door; Bathroom Door Dealers; Apartment,true,true,false,true,true,Painting Contractors,Hassan,2025-05-26T12:51:59.151Z
Yesb Infratech Pvt Ltd,Y,4.2,11 Ratings,"- NH 48 Atak Pardi, Valsad",,09972267166,Building; Industrial,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.151Z
Pal Epoxy Flooring Seals And Services,+,4.9,33 Ratings,"Street Canal Road, Rajkot",,07795668595,Painting Contractors; Waterproofing Contractors,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.151Z
Shreenath Terrolock Waterproofing Pvt. Ltd,S,4.5,43 Ratings,"Sumel Business Park Saraspur, Ahmedabad",,,Waterproofing Contractors; Painting Contractors,true,true,false,true,true,Painting Contractors,Hassan,2025-05-26T12:51:59.151Z
Tanu Sales and Service,+,3.3,3 Ratings,"Maurya Market Fazullaganj, Lucknow",,07022427081,,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.152Z
Trilok Enterprises,+,4.1,375 Ratings,"3rd Road Sardarpura, Jodhpur",,,Cleaning; Exterior Paint; Company Authorised Dealer,true,true,false,true,true,Painting Contractors,Hassan,2025-05-26T12:51:59.152Z
City Clap,+,4.0,647 Ratings,"Main Road Namkum, Ranchi",,,,true,true,true,true,true,Painting Contractors,Hassan,2025-05-26T12:51:59.152Z
K R P Enterprises,+,4.5,9 Ratings,"Neemrana, Alwar",,08792062127,Textured Wall Painting; White Wash Painting,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.152Z
S R Manpower Labour Supplier,+,2.5,2 Ratings,"Road Berhampore Station Road, Berhampore-West Bengal",,09035018495,Marble Contractors; Civil Contractors,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.152Z
Drop Dream Interior,+,4.7,20 Ratings,"Office No 551 Vaishali Sector 1, Ghaziabad",,08123801500,Building,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.152Z
Right Key Construction,+,4.2,29 Ratings,"Sunhera Road Sunhera Road, Roorkee",,08401998194,,true,true,false,true,true,Painting Contractors,Hassan,2025-05-26T12:51:59.152Z
Expert Manpower Solution,+,3.9,27 Ratings,"Devnagar Kasumpti, Shimla",,08460549508,Construction Companies; Civil Contractors,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.152Z
Raa Techno Mechanical and Civil Work,+,4.8,4 Ratings,"M Hosakoppalu Bm Road, Hassan",,,,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.152Z
Avinash Stylist Painter,+,5.0,1 Rating,"RC Road, Hassan",,,Textured Paints; Textured Wall Painting,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.152Z
Sw Construction,+,3.7,3 Ratings,"Hilayi Nagara Pension Mohalla, Hassan",,,24 Hours Open,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.152Z
Vineeth Kothari Constructions,+,4.9,84 Ratings,"Chikkabasti Road Bm Road, Hassan",,,Building,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.152Z
Shekar Paints & Ceramics,+,4.2,268 Ratings,"Sumuka Complex Bm Road, Hassan",,,Textured Paints; Exterior Paint,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.153Z
Decor Hassan,+,4.9,146 Ratings,"Jayanagar Ring Road jaya nagar, Hassan",,,Waterproof; PVC; Same Day Delivery,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.153Z
Am Interior Designers,+,4.7,25 Ratings,"Industrial Area Hassan City, Hassan",,,Industrial,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.153Z
Harish Enterprises,H,4.8,9 Ratings,"Sakleshpur, Sakleshpur",,,Painting Contractors,false,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.153Z
S K Interior Wall,+,4.5,8 Ratings,"Karnataka Thanniruhalla, Hassan",,,Textured Wall Painting,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.153Z
Kowso Architects,K,4.4,8 Ratings,"Salagame Road Salagame Road, Hassan",,,Building,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.153Z
Sri Lakshmi Glass Plywood,+,4.9,6 Ratings,"Shop No 4 Channarayapatna, Hassan",,,Exterior Paint; Interior paint,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.153Z
Bairava Paints and Hardware,+,4.5,6 Ratings,"M G Road Ravindra Nagar Hassan, Hassan",,,Paint Dealers; Paint Dealers-Asian Paints,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.153Z
Vijayashakti Enterprises,+,3.7,7 Ratings,"Holenarsipura Road, Hassan",,,Wood Coatings; Plywood Door Dealers,true,true,false,true,false,Painting Contractors,Hassan,2025-05-26T12:51:59.153Z
M S Paints & Hardware,+,4.3,5 Ratings,"Sampige Road Dudda, Hassan",,,Interior paint; Textured Paints,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.153Z
M.K.S Painter,M,4.8,4 Ratings,"Rc Road Hassan City Market, Hassan",,,Textured Wall Painting,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.154Z
Inspire Designs & Constructions,+,5.0,3 Ratings,"60 Feet Road Vivekanagara, Hassan",,,Vastu Consultation,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.154Z
Nabha Associates,+,5.0,3 Ratings,"NB Channarayapatna, Hassan",,,Residential Builders; Construction Companies,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.154Z
Varna paint and hardware,+,4.8,3 Ratings,"B M Road Sakleshpur, Sakleshpur",,,Interior paint; Textured Wall Painting,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.154Z
A M Painters,A,3.5,4 Ratings,"Mirja Mohalla Hassan HO, Hassan",,,Painting Contractors; House Painters,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.154Z
Mr Jayanth Jayanth,+,5.0,2 Ratings,"Main Road Shravanabelagola, Shravanabelagola",,,Paint Manufacturers; Painting Contractors,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.154Z
Nawaz Enterprises,+,4.8,2 Ratings,"Hosline Road Hassan City, Hassan",,,Textured Wall Painting,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.154Z
Mallesh Painting Contractor,+,4.0,2 Ratings,"Arsikere Main Road Arsikere, Hassan",,,White Wash Painting,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.154Z
Racing Stars,+,4.0,2 Ratings,"Melkote Road Channarayapatna, Hassan",,,Textured Wall Painting; 3D Painting,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.155Z
BS Paint And Hardware,+,3.8,2 Ratings,"Tanniruhalla Bm Road, Hassan",,,Exterior Paint; Interior paint; Company Authorised Dealer,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.155Z
Shiva Paints,S,3.5,2 Ratings,"Holenarsipur, Hassan",,,White Wash Painting; Textured Wall Painting,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.155Z
Siddeshwara Water Proofing,S,3.3,2 Ratings,"Aralikatte Road Salagame Road, Hassan",,,Cement Based Waterproofing Contractors; Painting Contractors,false,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.155Z
Ramesh Paints,+,5.0,1 Rating,"Mysore Road Hassan Ho, Hassan",,,Imported,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.155Z
Adhya Interior and Exterior,+,5.0,1 Rating,"Ring Road Hassan City, Hassan",,,Textured Wall Painting,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.156Z
Sampada Interiors,S,5.0,1 Rating,"Channarayapatna, Hassan",,,Electricians; Plumbers,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.156Z
Vishwanath Paint Contractor,V,4.5,1 Rating,"Gorur Road Hassan Ho, Hassan",,,House Painters; Painting Contractors,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.156Z
Vinayaka Hardware And Traders,V,3.0,1 Rating,"Nuggihalli, Hassan",,,Interior paint,true,true,false,false,false,Painting Contractors,Hassan,2025-05-26T12:51:59.156Z
Prj Enterprises and Solution,+,4.7,38 Ratings,"Vv Road Somwarpet, Coorg",,07411790325,,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.156Z
Nasir Painting,N,5.0,1 Rating,"Nagar Adhishakthi Nagar, Chikmagalur",,,White Wash Painting; 3D Painting,true,true,false,false,true,Painting Contractors,Hassan,2025-05-26T12:51:59.156Z
Sri Kollapuradhamma Paints and Hardware,+,5.0,80 Ratings,"Kote Kere Belur Road Chikmagalur, Chikmagalur",,09845445624,Exterior Paint,true,true,false,true,true,Painting Contractors,Hassan,2025-05-26T12:51:59.157Z
