name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,city,timestamp
Activ - I Pest Solution,<,4.9,12 Ratings,"Hotel Road Kr Puram Hassan, Hassan",,08511369503,Pest Control Services; Pest Control Services For Honey Bees,true,true,false,false,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.845Z
Anu Pest Control,<,4.9,23 Ratings,"Bus Bus Stand Road Hassan, Hassan",,07041546598,,true,true,false,false,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.846Z
Blue Line Pest Control Hassan,<,4.9,101 Ratings,"Channapatna Extension, Hassan",,09980255775,Pest Control Services For Snakes; Pest Control Services,true,true,false,false,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.846Z
S S Marketing,<,4.4,22 Ratings,"80feet Pension Mohalla, Hassan",,09972233663,Aluminium Sliding Door Dealers,true,true,true,true,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.846Z
Pqgs Solutions Opc Pvt Ltd,<,4.2,13 Ratings,"Kacharakana Halli Hbr Layout, Bangalore",,09035175226,24 Hours,true,true,false,true,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.846Z
Transparent Pest Control,<,4.6,55 Ratings,"Sanmarg Nagar Airport Road Hubli, Hubli",,08401209692,24 Hours,true,true,false,true,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.846Z
Southland Group Of Companies,<,4.2,115 Ratings,"PAPPANAICKENPALAYAM Gandhipuram, Coimbatore",,07022607720,Waterproofing; Wall Tiles,true,true,true,true,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.847Z
Misckin Pest Management Co,<,4.8,177 Ratings,"Gunj Road Gunj Road Raichur, Raichur",,08460536134,Commercial Pest Control Services; Waterproofing Contractors,true,true,false,true,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.847Z
Fumigation Services Pvt Ltd,<,4.3,122 Ratings,"Buddu Street Parrys, Chennai",,08460425863,Residential Pest Control Services; Pest Control Services,true,true,false,false,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.847Z
Ingle Pest Control,<,4.1,45 Ratings,"Jain Colony Ekta Nagar Karond, Bhopal",,08401133470,,true,true,false,true,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.847Z
Total Solution & Pest Control Service,+,4.8,"1,087 Ratings","M G Road Bhawar Kuan, Indore",,08511358979,24 Hours,true,true,false,true,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.847Z
Active Pest Control,A,4.5,8 Ratings,"Prakash Nagar Krishna Nagar, Mathura",,08401673962,Fumigant Wholesalers; Pest Control Services,true,true,false,false,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.847Z
City Clap,+,4.0,647 Ratings,"Main Road Namkum, Ranchi",,,,true,true,true,true,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.847Z
Vu Care Services,V,5.0,3 Ratings,"Mallandur Road Mallandur Road, Chikmagalur",,08460241526,24 Hours,true,true,false,false,true,Trusted Pest Control Services,Hassan,2025-05-26T12:50:35.847Z
