name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,city,timestamp
Svl Technologies,<,4.8,77 Ratings,"Vijay Building Kr Puram Hassan, Hassan",,08460425903,Computer Training Institutes; Python Training Institutes,true,true,false,true,true,Computer Training Institutes,Hassan,2025-05-26T12:25:20.365Z
Malnad Coaching Centre Mcc,<,4.8,474 Ratings,"Channapatna Housing Board Colony, Hassan",,08401060336,Tally Training Institutes; Correspondence Education,true,true,true,true,true,Computer Training Institutes,Hassan,2025-05-26T12:25:20.366Z
Sumukha Associates,<,4.9,14 Ratings,"Hospital Harshamahal Road, Hassan",,,Accounting Training Institutes; Computer Training Institutes,true,true,false,false,true,Computer Training Institutes,Hassan,2025-05-26T12:25:20.366Z
Ideal Computer Education,<,4.9,285 Ratings,"Salagame Road Salagame Road, Hassan",,07041393302,Computer Training Institutes; Tally Training Institutes,true,true,false,false,true,Computer Training Institutes,Hassan,2025-05-26T12:25:20.366Z
Perfect Computer Education Institute,<,4.6,251 Ratings,"Avk College Road, Hassan",,08460555788,Accounting Training Institutes; Computer Training Institutes,true,true,false,false,true,Computer Training Institutes,Hassan,2025-05-26T12:25:20.366Z
The Global Edge,<,4.5,66 Ratings,"Hs Prakesh Road-Salagame Road, Hassan",,09845218852,Fashion Designing Institutes For Women; Computer Training Institutes,true,true,true,true,true,Computer Training Institutes,Hassan,2025-05-26T12:25:20.366Z
Brm Training and Recruitment Solutions Pvt Ltd,<,4.8,28 Ratings,"Koppalu Main Road Vidhya Nagar, Hassan",,08460478202,Institutes For Aviation; Computer Training Institutes,true,true,false,false,true,Computer Training Institutes,Hassan,2025-05-26T12:25:20.367Z
Indian Institute Of Computer Science,<,4.6,251 Ratings,"Vidyanagar Hubli, Hubli",,,Institutes For Distance Education MBA; Computer Training Institutes,true,true,false,false,true,Computer Training Institutes,Hassan,2025-05-26T12:25:20.367Z
Emergio Games,<,4.9,150 Ratings,"Airport Road Infopark Kochi, Ernakulam",,08460448972,Computer Training Institutes; Mobile Game Development Training Institutes,true,true,false,false,true,Computer Training Institutes,Hassan,2025-05-26T12:25:20.367Z
Kj's Trinity Colleges,<,4.0,"1,375 Ratings","Kondhwa Saswad Road Yewalewadi, Pune",,,,true,true,false,false,true,Computer Training Institutes,Hassan,2025-05-26T12:25:20.367Z
Sir Padampat Singhania University,+,4.3,569 Ratings,"Udaipur Udaipur Surajpole, Udaipur-rajasthan",,,,true,true,false,false,true,Computer Training Institutes,Hassan,2025-05-26T12:25:20.367Z
