name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,city,timestamp
Sunshine Cooling Point,<,4.5,32 Ratings,"Police Station Hosaline Road, Hassan",,09724442204,Washing Machine Repair & Services-IFB; Washing Machine Repair & Services,true,true,false,false,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.327Z
Nida Refrigeration,<,4.8,178 Ratings,"Vallabhai Road Bm Road, Hassan",,08460550336,Refrigerator Repair & Services-Godrej; Washing Machine Repair & Services,true,true,false,true,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.328Z
Shivu Electronics,<,4.6,7 Ratings,"Municipal Complex Arsikere, Hassan",,,Washing Machine Repair & Services; Refrigerator Repair & Services,true,true,true,true,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.328Z
Hassan Service 24x7,<,5.0,32 Ratings,"Station Road Hosaline Road, Hassan",,,Home Appliance Repair & Services; Washing Machine Repair & Services,true,true,false,false,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.328Z
Sri Chamundeshwari Enterprises,<,4.3,3 Ratings,"Badavane Hassan City, Hassan",,,Water Purifier Dealers; Washing Machine Repair & Services,true,true,false,false,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.328Z
Electro Cooling Solutions,<,4.7,42 Ratings,"Main Road Vivekanagara, Hassan",,,Wiring,true,true,false,false,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.328Z
AIR Conditioning,<,5.0,1 Rating,"80 Feet Road Hassan Hassan HO, Hassan",,,AC Repair & Services; Washing Machine Repair & Services,true,true,false,false,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.328Z
Quadri Cooling System,<,5.0,1 Rating,"Hosaline Road Hosaline Road, Hassan",,,Refrigerator Repair & Services-Siemens; Washing Machine Repair & Services,true,true,false,false,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.328Z
Hotel Sky Bird,<,4.5,478 Ratings,"BM Road Shanthigrama, Hassan",,,Lodging Services; Hotels,true,true,false,false,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.328Z
Ark Service Centre,<,4.9,428 Ratings,"Bypass Arkalgud, Hassan",,,Refrigerator Repair & Services; AC Repair & Services,true,true,false,false,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.328Z
Cool Well Refrigeration,+,4.2,85 Ratings,"R. C. Road Harshamahal Road, Hassan",,,Electronic Goods Showrooms; Washing Machine Repair & Services,true,true,false,true,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.328Z
Cool Care Refrigeration,+,4.8,62 Ratings,"Hosline Road Hassan City, Hassan",,,Refrigerator Repair & Services-Videocon; Washing Machine Repair & Services,true,true,false,false,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.328Z
Coolcare Solution,C,4.8,60 Ratings,"Hosline Road Hassan HO, Hassan",,,Washing Machine Repair & Services; Refrigerator Repair & Services,true,true,false,false,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.328Z
Ever cool refrigeration,+,4.8,54 Ratings,"Hassan HO, Hassan",,,AC Repair & Services; Electronic Goods Repair & Services,true,true,false,false,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.329Z
Channambika Enterprises,+,4.2,42 Ratings,"Hassan HO, Hassan",,,Electronic Goods Showrooms; AC Repair & Services,true,true,false,false,false,AC Repair & Services,Hassan,2025-05-26T12:17:34.329Z
Ganapa Enterprises,+,4.3,15 Ratings,"Number 11 Kr Puram Hassan, Hassan",,,Washing Machine Repair & Services-IFB; Washing Machine Repair & Services,false,true,false,false,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.329Z
Whirlpool India Service Centre,W,4.2,14 Ratings,"Near Gandhibajar Bm Road, Hassan",,,AC Repair & Services; Washing Machine Repair & Services,false,true,false,false,true,AC Repair & Services,Hassan,2025-05-26T12:17:34.329Z
