name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,city,timestamp
Lakshya Coaching Center,<,4.6,14 Ratings,"Near Mazjid Kr Puram Hassan, Hassan",,08460411701,Language Classes For English; Tutorials,true,true,false,true,true,Tutorials,Hassan,2025-05-26T12:58:27.821Z
Malnad Coaching Centre Mcc,<,4.8,474 Ratings,"Channapatna Housing Board Colony, Hassan",,08401060336,Tally Training Institutes; Correspondence Education,true,true,true,true,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Akshara Academy,<,4.7,84 Ratings,"Ring Road Vidyanagar Hassan, Hassan",,09724214171,Counselling Sessions; Support Classes; CCTV Camera,true,true,false,true,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Kalike Montessori School,<,4.7,6 Ratings,"11th Cross Kuvempu Nagar, Hassan",,08460492331,,true,true,false,true,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Simhasana Ias Training Institute,<,4.8,49 Ratings,"SALAGAME Road Salagame Road, Hassan",,08460397287,Tutorials; Language Classes For English,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Param V Academy P U College,<,3.5,2 Ratings,"Param V Academy Salagame Road, Hassan",,08128730639,Colleges; PU Colleges,true,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Saraswathi English Coaching Centre & Samkrutha Bhavan,<,3.8,10 Ratings,"Arale Katte Circle Aralepet, Hassan",,,Tutorials For Class XII; Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Vidhyakashi Jee and Neet Academy,<,5.0,399 Ratings,"Channapatna Extension, Hassan",,09035217433,Tutorials; CET Tutorials,true,true,true,true,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
C K Academy And C K Book House,<,5.0,4 Ratings,"Race Course Road Rangoli Halla, Hassan",,,Tutorials; Language Classes For English Conversation,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Power Indian Academy,<,4.8,27 Ratings,"Prathime Gowri Koppalu, Hassan",,,Tutorials; Institutes,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Akshar Study Center,A,5.0,11 Ratings,"Laxmipura Arsikere, Hassan",,,Tutorials; CET Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Akshara Book House,+,4.3,586 Ratings,"Shankarmatt Road Kr Puram Hassan, Hassan",,,Home Delivery,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Malnad Computer Education,M,4.7,401 Ratings,"Bm Road, Hassan",,,Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Achievers Academy,+,4.8,391 Ratings,"Bhagadare Kopalu Hemavathinagar, Hassan",,,Mock Tests,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Aakash Institute,+,4.5,241 Ratings,"Ring Road Hassan City, Hassan",,,Tutorials; Institutes,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Daksha Coaching Centre,+,5.0,204 Ratings,"Rp Road Avk College Road, Hassan",,,Educational Institutes; Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Paatshala Neet Academy Hassan,+,4.8,193 Ratings,"Hoysalanagar Main Road Bm Road, Hassan",,,AC Classrooms,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Ignus,+,4.6,129 Ratings,"Mutt Road Kr Puram Hassan, Hassan",,,Tutorials For Biology; Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.822Z
Hassanamba Coaching Academy,+,4.6,66 Ratings,"Chanpatna Road Bm Road, Hassan",,,Tutorials; CET Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Quark Academy,+,4.7,61 Ratings,"K.R Puram Kr Puram Hassan, Hassan",,,Tutorials For Class X; Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Pcon Cadd Center,P,4.9,46 Ratings,"Dr Lohia Road Vidhya Nagar, Hassan",,,Education Consultants; Computer Training Institutes,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Bhagat Coaching Center,B,4.9,40 Ratings,"Road Harshamahal Road, Hassan",,,Education Consultants; Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Viveka Bureau For Competitive Exams,V,4.4,44 Ratings,"Hassan HO, Hassan",,,Tutorials; Competitive Exam Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Ecad Eduvin Tech Solution,+,4.6,30 Ratings,"Salagame Road, Hassan",,,3D Animation Training Institutes; Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Venus Cricket Club,V,4.2,27 Ratings,"Race Race Course Road Hassan, Hassan",,,Tutorials,false,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Vistaara Academy,+,4.8,19 Ratings,"Vidhya Nagar Vidyanagar Hassan, Hassan",,,Tutorials,true,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Jai Jawan Defence Training Academy,+,4.8,18 Ratings,"Thattekere Northern Extension, Hassan",,,Tutorials; Online Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Adityaa Coaching Academy,+,4.8,15 Ratings,"Pura Krishnaraja Pura, Hassan",,,Tutorials; CET Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Sujala Pre-University College,+,4.2,17 Ratings,"Apoorva Hotel Road Rangoli Halla, Hassan",,,Colleges; PU Colleges,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Bright Coaching Centre,+,4.8,12 Ratings,"Aralikatte Road Salagame Road, Hassan",,,Tutorials; Competitive Exam Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Parthiv Enterprises Skill Development Free Traing Center Arasikere,P,4.8,11 Ratings,"Rudragudi Road Arsikere, Hassan",,,Tutorials,false,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Topper'S Neet Coaching Academy,T,4.7,7 Ratings,"Salagame Road Pwd Colony, Hassan",,,Tutorials,false,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Navodaya Coaching Center By Navodaya Mohan Sir,+,5.0,6 Ratings,"Station Road Holenarasipur, Hassan",,,Tutorials; Educational Institutes,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Sufii Coaching Academy,S,4.0,7 Ratings,"Mosque Road Hosaline Road, Hassan",,,Tutorials,false,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Plus One Maths & Science Academy,+,4.8,4 Ratings,"Lakshmi Nilaya, Hassan",,,Tutorials,true,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Paatshala neet Academy,+,4.5,4 Ratings,"Shankarmutt Road Kr Puram Hassan, Hassan",,,Online Tutorials; Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
My Gurukul By Shruti V Pandey,M,4.5,4 Ratings,"Extension Arsikere, Hassan",,,Educational Institutes; Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Vidyavardhini Tutorial,V,4.5,4 Ratings,"Megalakeri Channarayapatna, Hassan",,,Home Tutors; Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Profound Tutors,P,4.5,4 Ratings,"Mg Road, Hassan",,,Tutorials,false,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Vidyarth Neet Accademy,+,4.3,4 Ratings,"Hosaline Road Saraswathi Puram, Hassan",,,Tutorials; Tutorials For Class X,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Team Leader,+,3.9,4 Ratings,"Bulding 2nd Floor Salagame Road, Hassan",,,Computer Training Institutes; Tutorials,true,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Krishik Sarvodaya Foundation,K,4.6,3 Ratings,"Salagame Road, Hassan",,,Tutorials; Tutorials For Civil Service Exam,true,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.823Z
S S Smart Study Centre,S,4.3,3 Ratings,"Race Course Road Rangoli Halla, Hassan",,,Tutorials,true,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Snmn Academy,S,4.3,3 Ratings,"Ammeer Mohalla Ammeer Mohalla, Hassan",,,Education Consultants; Tutorials,true,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Pooja G M,P,4.3,3 Ratings,"Beekanahalli, Hassan",,,Tutorials,false,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Raghu H N,R,4.0,3 Ratings,"Pete Uppar Street Holenarsipur, Hassan",,,Tutorials,true,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Adityaa coaching Academy,+,3.7,3 Ratings,"Gokul Hotel Road Hassan City, Hassan",,,Tutorials; CET Tutorials,true,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.823Z
V2 Simhaasana Ias Coaching Centre,+,5.0,2 Ratings,"Road Circle Salagame Road, Hassan",,,Language Classes For English Conversation; Tutorials,true,true,false,false,true,Tutorials,Hassan,2025-05-26T12:58:27.823Z
Gnana bindhu coaching center,G,4.5,2 Ratings,"Hassan City, Hassan",,,Tutorials,true,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.824Z
New Inspiro Computer Training Education Academy,+,4.0,2 Ratings,"Avk College Road, Hassan",,,Tally Training Institutes; Tutorials,true,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.824Z
Power Indian Tutorial,+,4.0,2 Ratings,"Gowri Koppalu, Hassan",,,Tutorials,false,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.824Z
V G Tuitions,V,4.0,2 Ratings,"Rangoli Halla Kr Puram Hassan, Hassan",,,Tutorials,true,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.824Z
Kadir Coaching Centre,K,4.0,2 Ratings,"B Katihalli, Hassan",,,Tutorials,true,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.824Z
Genius Academy,G,4.0,2 Ratings,"Jaya Nagar Ring Road, Hassan",,,Tutorials,false,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.824Z
Jai Jawan Defense Training & Coaching Academy,J,4.0,2 Ratings,"Haluvaggilu Road, Hassan",,,Tutorials,false,true,false,false,false,Tutorials,Hassan,2025-05-26T12:58:27.824Z
