name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,city,timestamp
Ms Solutions,<,4.4,205 Ratings,"Aralikatte Road Salagame Road, Hassan",,09724282261,Placement Services (Candidate); Work From Home Jobs,true,true,false,true,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.039Z
Career Success Way to Job,<,4.7,"1,167 Ratings","MG Road Hassan, Hassan",,08105255206,Placement Services (Candidate); Placement Services For Construction Company (Candidate),true,true,false,true,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.039Z
Ms-solutions,<,4.4,205 Ratings,"Aralikatte Circle Salagame Road, Hassan",,,Placement Services (Candidate); Work From Home Jobs,true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.039Z
Kbn Enterprises,<,3.8,41 Ratings,"Kotte Road Channarayapatna, Hassan",,,Placement Services (Candidate); Work From Home Jobs,true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Ganapa Manpower Services,<,4.6,509 Ratings,"Vani Vilas College Hassan Ho, Hassan",,,Interview Room,true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Gms Infotech Solution,<,4.7,312 Ratings,"New Bus Stand Road Hassan City, Hassan",,,Placement Services (Candidate); Placement Services For Driver (Candidate),true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Ms-Solutions,<,4.4,205 Ratings,"Arali Katte Circal Salagame Road, Hassan",,,Work From Home Jobs; Placement Services (Candidate),true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Pf Solutions,<,3.4,89 Ratings,"Mysore Road Sankalapura, Hassan",,,Placement Services (Candidate),false,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Karnataka Job Information Centre,<,4.2,30 Ratings,"Sociati Road Gandhi Bazaar, Hassan",,,Overseas Placement,false,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Mr Dileep,<,4.5,16 Ratings,"Arus Road Vidya Nagar Hassan, Hassan",,,Overseas Placement,true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Jeshtah Talent Solution,J,4.1,17 Ratings,"RC Road Race Course Road Hassan, Hassan",,,Interview Room; Offers Training Program; Online Aptitude Tests,true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Jast Consultants,J,4.7,8 Ratings,"Race Course Road Rangoli Halla, Hassan",,,Placement Services (Candidate),true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Ideal Groups,I,4.3,8 Ratings,"Hassan Road Arsikere, Hassan",,,Placement Services (Candidate); Placement Services For Marketing Executive (Candidate),true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Aspex Solutions,A,4.4,7 Ratings,"MG Road Hassan, Hassan",,,Interview Room; Overseas Placement,true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Disha Group,+,3.4,9 Ratings,"Ring Road Rangoli Halla, Hassan",,,Online Placement,true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Stier Consultancy Solution,S,4.2,7 Ratings,"Harali Katte Raod Salagame Road, Hassan",,,Education Consultants For MBA; Placement Services (Candidate),true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
S K Security and Man Power Supply,S,3.5,8 Ratings,"Main Kuvempu Nagar Kuvempu Nagar, Hassan",,,Placement Services (Candidate); Placement Services For Security Staff (Candidate),true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Byrava Manpower Service,+,4.9,5 Ratings,"R C Road Rangoli Halla, Hassan",,,Manpower Suppliers; Placement Services (Candidate),true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Sri Manjunatha Internet Center,+,3.8,5 Ratings,"Arsikere, Hassan",,,Placement Services (Candidate),true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
PROFESSIONL INFOTECH,P,3.6,5 Ratings,"Hassan City, Hassan",,,Manpower Suppliers For Packers And Movers Industry; Placement Services (Candidate),true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Vishwagnani Enterprises,+,4.8,3 Ratings,"Lakshmi Complex Channarayapatna, Hassan",,,Placement Services (Candidate); Data Entry Job Works,true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.040Z
Sri Lalitha Enterprises,+,3.5,4 Ratings,"Main Road Kr Puram Hassan, Hassan",,,Placement Services (Candidate),true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
Sri Lalitha Enterprises,+,3.5,4 Ratings,"Krishnaraja Pura, Hassan",,,Placement Services (Candidate),true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
Shudyoga Consultancy,+,3.6,3 Ratings,"Kr Puram Hassan, Hassan",,,Placement Services (Candidate); Placement Services For Driver (Candidate),true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
SK Enterprises,S,5.0,2 Ratings,"1st Main Road Kuvempu Nagar, Hassan",,,Placement Services (Candidate); Placement Services For Security Staff (Candidate),true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
Global Job Training & Placement,G,4.0,2 Ratings,"Rc Road, Hassan",,,Placement Services (Candidate),true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
Rational Destination Pvt Ltd,R,3.8,2 Ratings,"ST JOSEPH SCHOOL ROAD, Hassan",,,Overseas Placement,true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
Aspex Consultancy Services,A,3.5,2 Ratings,"Mg Road Hassan City, Hassan",,,Placement Services (Candidate); Placement Services For Construction Company (Candidate),true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
Integrated Global Services,I,5.0,1 Rating,"1st Floor Hassan Ho, Hassan",,,Placement Services (Candidate),true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
Itm Direct Sales Marketing,I,5.0,1 Rating,"Area Hassan Settihalli, Hassan",,,Placement Services (Candidate); Placement Services (For Employers),true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
Soft Tech Goal Pvt Ltd,S,3.0,1 Rating,"BH Road Kr Extn Tiptur, Tumkur",,,Placement Services (Candidate); Placement Services For Night Shift (Candidate),true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
BRIGHT JOBS INDIA,B,3.0,2 Ratings,"INTICY BUILDING Chikmagalur HO, Chikmagalur",,,Placement Services (Candidate); Placement Services (For Employers),true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
Eventa Placements Service,E,4.3,3 Ratings,"Banglore to Tumkur Road Tiptur, Tumkur",,,Overseas Placement,true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
Dream's Creative Solution,+,3.6,8 Ratings,"Theater Road Adarsha Nagara, Chikmagalur",,,Placement Services (Candidate); Placement Services For Driver (Candidate),true,true,false,false,false,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
JC Group. Com,+,4.1,84 Ratings,"Chikmagalur District Office, Chikmagalur",,08296238351,Online Placement; Placement For Home Based Job; Online Earning,true,true,true,true,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
Aslam Enterprises,+,4.2,25 Ratings,"Shareef Street Chikmagalur HO, Chikmagalur",,,Audio/Visual Room Available; Interview Room; Offers Training Program,true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
Dynamo Campus,D,3.6,6 Ratings,"Pura Vijayapuram Chikmagalur, Chikmagalur",,,Placement Services (Candidate),true,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
Vstaar Plus Life Style Pvt Ltd,+,4.3,260 Ratings,"Gowrikalve MG Road Chikmagalur, Chikmagalur",,,Placement Services (Candidate); Placement Services (For Employers),false,true,false,false,true,Placement Services Candidate,Hassan,2025-05-26T12:49:17.041Z
