name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,city,timestamp
Hassan Packers and Movers,<,3.9,624 Ratings,"Agrahara Street Mg Road Hassan, Hassan",,08401939185,Packers And Movers; All India,true,true,false,false,true,Packers & Movers,Hassan,2025-05-26T12:53:12.144Z
Ramesh Packers and Movers,<,4.4,39 Ratings,"Ward-10 Jaya Nagar, Hassan",,07487924583,,true,true,true,true,true,Packers & Movers,Hassan,2025-05-26T12:53:12.144Z
Ck Packers and Movers,<,4.8,65 Ratings,"Hanumanthapura, Hassan",,08485930879,Pets Transportation; Packers And Movers; All India,true,true,false,true,true,Packers & Movers,Hassan,2025-05-26T12:53:12.144Z
Om Sai Ram Packers And Movers,<,4.2,19 Ratings,"H N Pura Road Hassan Ho, Hassan",,08401937128,Pets Transportation; Packers And Movers; All India,true,true,false,true,true,Packers & Movers,Hassan,2025-05-26T12:53:12.145Z
Mahesh Relocation Packers and Movers,<,4.6,9 Ratings,"No 123 Hassan City Market, Hassan",,08867897621,Pets Transportation; Packers And Movers; All India,true,true,false,true,true,Packers & Movers,Hassan,2025-05-26T12:53:12.145Z
Shree Renukha Devi Transport,<,3.8,17 Ratings,"Extension Ring Road, Hassan",,08792261100,Commercial Courier; Corporate Courier; Ecommerce Courier,true,true,false,false,true,Packers & Movers,Hassan,2025-05-26T12:53:12.146Z
Easy Packers and Movers,<,4.6,30 Ratings,"Circle Chikmagalur HO, Chikmagalur",,08460430743,Packers And Movers; All India,true,true,false,false,true,Packers & Movers,Hassan,2025-05-26T12:53:12.146Z
Surya Facility Service,<,4.2,53 Ratings,"Police Chowki Vinoba Nagar, Shimoga",,09731644360,Packers And Movers,true,true,true,true,true,Packers & Movers,Hassan,2025-05-26T12:53:12.146Z
Arshiya Transport,<,4.2,13 Ratings,"ROAD Basavanahalli Chikmagalur, Chikmagalur",,09035044917,Tempos On Hire; Packers And Movers; Within City,true,true,false,true,true,Packers & Movers,Hassan,2025-05-26T12:53:12.147Z
Care Packers And Movers,<,4.3,6 Ratings,"Street Vijayapuram Chikmagalur, Chikmagalur",,08511643831,Packers And Movers,true,true,false,false,true,Packers & Movers,Hassan,2025-05-26T12:53:12.147Z
