name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,city,timestamp
Chandan Studio and Event Management,<,4.8,17 Ratings,"Adlimane Road Adarsha Nagar, Hassan",,"9242518718, 9686887718, 7259728954",Photographers; Event Organisers,TRUE,TRUE,FALSE,TRUE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.966Z
Pragathi Studio,<,4.6,10 Ratings,"Maharaj Park Road, Hassan",,8172262038,Videography,TRUE,TRUE,TRUE,TRUE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.966Z
Kalyani Digital Studio,<,4.8,46 Ratings,"Bm Road Sakleshpur Market Road, Sakleshpur",,9448940872,Videography,TRUE,TRUE,FALSE,TRUE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.967Z
SHRUTHI DIGITALS,<,4.9,12 Ratings,"SHRUTHI DIGITALS Arsikere, Hassan",,9449677038,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.967Z
Chandan Studios And Event Management,<,4.8,17 Ratings,"Road Adarsh Nagar Santhi Nagar, Hassan",,"9242518718, 9686887718, 7259728954",Videography,TRUE,TRUE,TRUE,TRUE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.967Z
New Image Digital Studio,<,3.7,3 Ratings,"College Road Harshamahal Road, Hassan",,9844385659,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.967Z
Image Digital Studio,<,4.4,7 Ratings,"Azad Road Sakleshpur, Sakleshpur",,9483114141,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.967Z
Appu Events,<,5,10 Ratings,"Salagame Road, Hassan",,9663041439,Flower Decorators; Photographers,TRUE,TRUE,FALSE,TRUE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.967Z
Kampana Photography,<,4.7,231 Ratings,"Shambhu Complex Ashoka Road, Sakleshpur",,"9448654406   , 9448654372",Photo Studios; Photographers,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.967Z
Acharane Events,<,4.8,95 Ratings,"Extraction Hassan City, Hassan",,"8971491990 ,6360081244",Birthday Party Decorators; Flower Decorators,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.967Z
Little Baby Photography,+,4.7,28 Ratings,"Sampige Road Krishnaraja Pura, Hassan",,6363390702,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.967Z
Clicks24 Photography,+,4.5,12 Ratings,"2nd Cross Bm Road, Hassan",,8088553343,Cinematography; Videography; Albums,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.967Z
Magic Moments & Events,M,5,3 Ratings,"6th Cross Kuvempu Nagar, Hassan",,8884590306,Corporate; Banquet Hall Decoration; Balloon Arch,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.967Z
Nuclear Events,+,4.9,17 Ratings,"Subrub Vidyaranyapuram, Mysore",,,On Site Services; In Store Collect; Same Day Delivery,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.967Z
Independent Technologies,+,4.8,43 Ratings,"Kalyan Nagar Bandihalli, Chikmagalur",,,Irrigation System Dealers; Agricultural Equipment Dealers,TRUE,TRUE,FALSE,TRUE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.967Z
The Maarvel Studio,+,4.8,10 Ratings,"Market Basaveshwara Nagar, Bangalore",,,Videography,TRUE,TRUE,FALSE,TRUE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.967Z
Vibhava Creations,+,4.5,327 Ratings,"Cross Rajajinagar Srirampuram, Bangalore",,,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Rainbow Studio and Video,+,4.2,15 Ratings,"Main Road Kundapura, Udupi",,,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Sree Durga Parameshwari Catering Service,+,4.5,15 Ratings,"Main Road Hanumantha Nagar, Bangalore",,,Home Delivery,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Ork Studio And Video,+,5,153 Ratings,"Ramchandra Nagar Kamalanagar, Anantapur",,,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Masters Event Management,+,4.5,85 Ratings,"Ward No 8 Town Hall Sqaure, Chickballapur",,,Event Organisers; Caterers,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Wedding Invitation Video Maker - Weditations (INDIA),+,4.3,52 Ratings,"Plot. No:01 Lingampally, Hyderabad",,,Invitation Video Makers; Photographers,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Sr Events,+,4.4,18 Ratings,"Puduru Palakollu, West Godavari",,,Event Organisers; Caterers,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Visualvid Creation,+,5,3 Ratings,"Tapovan Link Road Dwarka, Nashik",,,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Enzoey.com,+,4.5,131 Ratings,,,,Bakery; Cake Shops; Home Delivery,TRUE,TRUE,TRUE,TRUE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Aerizone,+,4.5,237 Ratings,"Hingna Road Parsodi, Nagpur",,,,TRUE,TRUE,FALSE,TRUE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Alpine Creation,+,3.9,261 Ratings,"Dadu Marg Barkat Nagar, Jaipur",,,Photographers; E Commerce Photographers,TRUE,TRUE,TRUE,TRUE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Sutter Count Photography,+,5,1 Rating,"Rambag Road Chandausi Kaithal, Chandausi",,,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Payal Studio Pvt Ltd,+,4.6,81 Ratings,"Circular Road Abohar, Abohar",,,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Atharva Photography,A,4.8,11 Ratings,"B M Road Thanniruhalla, Hassan",,"9739742116  , 8867536748 ",Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Chaithra Photography,+,3.3,4 Ratings,"Channarayapatna, Hassan",,,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Padmini Digital Studio,+,4.4,8 Ratings,"Hemavathi HOspital Road-Hassan HO, Hassan",,,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Akram Digital Studio,A,5,1 Rating,"Main Road Pension Mohalla, Hassan",,8105915958,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Magic Moments Events,+,4.5,60 Ratings,"2nd Stage Kuvempu Nagar, Hassan",,,Photographers; Flower Decorators,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Babu Studio,B,4.5,2 Ratings,"Shanthigrama Town Shanthigrama, Hassan",,8105938994,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
AP Photo Zone,+,4.5,10 Ratings,"Ap Channarayapatna, Hassan",,9148812348,Photographers; Photo Studios,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Magic Event Management,M,5,1 Rating,"Gorur and Hassan Salagame Road, Hassan",,,Photographers; Flower Decorators,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.968Z
Chandan Hi-Tech Studio,+,4.9,167 Ratings,"Salagame Road Hallymysore, Hassan",,8861184979,Photo Studios; Photographers,FALSE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.969Z
Karthik Photography,K,4.7,124 Ratings,"Kaveri Road Keralapura, Hassan",,8722155165,Photographers,FALSE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.969Z
Clicks 24 Photography,+,4.6,86 Ratings,"Northran Extantion Hassan HO, Hassan",,8088553343,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.969Z
Mahadi Moments,M,4.8,76 Ratings,"Salgame Road Bm Road, Hassan",,,Photographers; Wedding Photographers,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.969Z
R H Photoshop,+,4.3,76 Ratings,"Salagame Road, Hassan",,9449990232,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.969Z
Bridal Studio,+,4.2,54 Ratings,"Hemavathi Hemavathy Nagar Hassan, Hassan",,7204730142,Commercial Photographers; Photographers,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.969Z
Navin Clicks Photography,+,4.9,44 Ratings,"Sakleshpura Ashoka Road, Sakleshpur",,9742404482,Photographers,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.969Z
Tejas Photo Care,+,4.9,41 Ratings,"Salagame Road Hemavathinagar, Hassan",,9036629383,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.970Z
Swamy Studio,+,4.5,34 Ratings,"Old Bus Stop Channarayapatna, Hassan",,9008711060,Photographers; Fashion Photographers,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.970Z
GOSON PHOTOGRAPHY,G,4.6,26 Ratings,"Main Road Shravanabelagola, Shravanabelagola",,,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.970Z
Geethanjali photography,G,4.9,23 Ratings,"Near Tanyaa Hospital Hassan City, Hassan",,7760045300,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:36.970Z
Amulya Digital Studio,+,4.9,23 Ratings,"Hosaline Road, Hassan",,"9019741654 , 9743048981 ",Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.970Z
Geethanjali Photography,G,4.9,23 Ratings,"Pura Krishnaraja Pura, Hassan",,7760045300,Photographers; Photo Studios,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.970Z
Kodak Express Photo Studio,+,4.5,24 Ratings,"Vijaya Bank road Channarayapatna, Hassan",,,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.970Z
Sagar's views,+,4.7,22 Ratings,"Hosaline Road, Hassan",,8050755585,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.970Z
Sagar's Views,+,4.7,22 Ratings,"Penshan Mohalla Hosaline Road, Hassan",,8050755585,Photographers; Photo Studios,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.970Z
Neelakanta Digital Studio,N,4.3,22 Ratings,"Main Road Belur, Belur",,,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.970Z
Sudeep Photography Hassan,+,4.4,20 Ratings,"Hassan City, Hassan",,8970760935,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.970Z
Sachin Studio,+,4.8,17 Ratings,"Channapatna Housing Board Colony, Hassan",,8880022828,Photographers,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.970Z
Photo Point,+,4.7,15 Ratings,"Rohini Complex Harshamahal Road, Hassan",,"9844466099 , 8172355700 ",Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.970Z
Gallery World Studio & Video,+,3.7,19 Ratings,"Arsikere Road Hebbale, Hassan",,"7829918803 , 8310744675 ",Photographers; Wedding Photographers,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:36.971Z
Amrutha Digitals,+,4.3,16 Ratings,"Old Post Office Road Bm Road, Hassan",,9448666334,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:37.001Z
Sri Manjunatha Colour Lab,S,4.3,14 Ratings,"Rangoli Halla Rangoli Halla, Hassan",,,Photographers; Photo Studios,FALSE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.001Z
S L R Digital Studio,S,4.1,14 Ratings,"Jp Nagar Main Road belur, Belur",,"9880196759 , 9886675672 ",Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.001Z
S L N Studio,+,4.4,13 Ratings,"Periyapatna Road Hanumanthapura, Hassan",,9535207975,Photographers; Photo Studios,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.001Z
